rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	ranking_status	score_config_sha256	git_commit	Surf_rank_percentile	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation	freeze_version	freeze_date_utc	git_worktree_status_at_freeze
134	IL15RA	ENSG00000134470	Q13261	core_surfaceome	balanced	0.520163	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.904115	0.901931	0.897766	0.586899	0.892593	not_available		0.080974	0.135617	0.180386	0.179553	-0.117380	0.133889		0.008097	0.897179	0.795873	0.900000	0.546389	0.682500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
135	PDGFRB	ENSG00000113721	P09619	core_surfaceome	balanced	0.519385	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.653077	0.936766	0.842484	0.501325	0.482336	not_available		0.934881	0.097961	0.187353	0.168497	-0.100265	0.072350		0.093488	0.925464	0.729761	0.850000	0.231818	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
136	HLA-DRB1	ENSG00000196126	P01911	core_surfaceome	balanced	0.519274	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.386561	0.989966	0.936009	0.463461	0.501994	not_available		0.934881	0.057984	0.197993	0.187202	-0.092692	0.075299		0.093488	0.968554	0.836880	0.850000	0.238889	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
137	MCAM	ENSG00000076706	P43121	core_surfaceome	balanced	0.519201	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.926010	0.949262	0.372586	0.486937	0.798860	not_available		0.934881	0.138901	0.189852	0.074517	-0.097387	0.119829		0.093488	0.935649	0.421356	0.850000	0.469444	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
138	SLC39A14	ENSG00000104635	Q15043	core_surfaceome	balanced	0.518309	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.975840	0.966679	0.605831	0.636501	0.829630	not_available		0.602869	0.146376	0.193336	0.121166	-0.127300	0.124444		0.060287	0.947539	0.590307	0.900000	0.496667	0.855913	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
139	PLVAP	ENSG00000130300	Q9BX97	core_surfaceome	balanced	0.517966	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.949792	0.970466	0.714881	0.612268	0.449288	not_available		0.934881	0.142469	0.194093	0.142976	-0.122454	0.067393		0.093488	0.950757	0.636842	0.900000	0.220000	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
140	IL10RB	ENSG00000243646	Q08334	core_surfaceome	balanced	0.517899	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.401661	0.908747	0.908368	0.364256	0.490598	not_available		0.934881	0.060249	0.181749	0.181674	-0.072851	0.073590		0.093488	0.901874	0.804165	0.800000	0.235833	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
141	SLC39A4	ENSG00000147804	Q6P5W5	core_surfaceome	balanced	0.517306	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.731219	0.981068	0.993942	0.636880		not_available		0.624009	0.109683	0.196214	0.198788	-0.127376			0.062401	0.960678	0.938016	0.900000		0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
142	OCLN	ENSG00000197822	Q16625	core_surfaceome	balanced	0.516716	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.489619	0.865960	0.985990	0.607346	0.985755	not_available		0.464892	0.073443	0.173192	0.197198	-0.121469	0.147863		0.046489	0.869614	0.911624	0.900000	0.706667	0.767637	high_purity_adjusted_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
143	SIGLEC15	ENSG00000197046	Q6ZMC9	core_surfaceome	balanced	0.516616	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.699509	0.523665	0.941499	0.190458		not_available		0.792563	0.104926	0.104733	0.188300	-0.038092			0.079256	0.523287	0.841575	0.152603		0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	gi_epithelial	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
144	F11R	ENSG00000158769	Q9Y624	core_surfaceome	balanced	0.516191	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.312948	0.974252	0.992048	0.572889	0.933333	not_available		0.505663	0.046942	0.194850	0.198410	-0.114578	0.140000		0.050566	0.954127	0.928663	0.900000	0.608333	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
145	LRP5	ENSG00000162337	O75197	core_surfaceome	balanced	0.516060	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.448471	0.956835	0.946611	0.597880	0.627920	not_available		0.934881	0.067271	0.191367	0.189322	-0.119576	0.094188		0.093488	0.940685	0.845513	0.900000	0.283333	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
146	CD28	ENSG00000178562	P10747	core_surfaceome	balanced	0.515970	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.841072	0.554714	0.729269	0.333964	0.851852	not_available		0.720272	0.126161	0.110943	0.145854	-0.066793	0.127778		0.072027	0.555490	0.643998	0.800000	0.516667	0.928035	moderate_residual_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
147	TSPAN17	ENSG00000048140	Q96FV3	core_surfaceome	balanced	0.515826	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.797282	0.861037	0.763347	0.405150	0.615385	not_available		0.600793	0.119592	0.172207	0.152669	-0.081030	0.092308		0.060079	0.866850	0.669557	0.800000	0.275185	0.853340	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
148	ATP1A1	ENSG00000163399	P05023	core_surfaceome	balanced	0.515403	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.829747	0.992427	0.836804	0.689512	0.981197	not_available		0.158173	0.124462	0.198485	0.167361	-0.137902	0.147180		0.015817	0.970371	0.726922	1.000000	0.693056	0.733265	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
149	ROBO1	ENSG00000169855	Q9Y6N7	core_surfaceome	balanced	0.515393	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.959607	0.749716	0.898902	0.908368	0.960969	not_available		0.792563	0.143941	0.149943	0.179780	-0.181674	0.144145		0.079256	0.755926	0.796176	1.000000	0.653333	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
150	PTPRB	ENSG00000127329	P23467	core_surfaceome	balanced	0.515338	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.954700	0.718667	0.642560	0.506248	0.812536	not_available		0.792563	0.143205	0.143733	0.128512	-0.101250	0.121880		0.079256	0.723097	0.604657	0.850000	0.483333	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
151	IFITM1	ENSG00000185885	P13164	core_surfaceome	balanced	0.515152	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.396753	0.994699	0.918591	0.363499	0.932194	not_available		0.058513	0.059513	0.198940	0.183718	-0.072700	0.139829		0.005851	0.971999	0.815865	0.800000	0.604167	0.617372	watchlist_uncorrected_tme_correlation	D	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
152	CLDN2	ENSG00000165376	P57739	core_surfaceome	balanced	0.514425	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.856172	0.784362	0.805755	0.560015	0.900000	not_available		0.449792	0.128426	0.156872	0.161151	-0.112003	0.135000		0.044979	0.784949	0.701893	0.900000	0.555556	0.764010	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
153	LRP11	ENSG00000120256	Q86VZ4	core_surfaceome	balanced	0.513217	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.923367	0.890572	0.975388	0.844756		not_available		0.934881	0.138505	0.178114	0.195078	-0.168951			0.093488	0.886880	0.888338	1.000000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
154	NPTN	ENSG00000156642	Q9Y639	core_surfaceome	balanced	0.513158	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.937712	0.970087	0.816357	0.869368	0.732194	not_available		0.792563	0.140657	0.194017	0.163271	-0.173874	0.109829		0.079256	0.950530	0.709580	1.000000	0.438611	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
155	SPN	ENSG00000197471	P16150	core_surfaceome	balanced	0.512807	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.986787	0.703521	0.802348	0.522529	0.758405	not_available		0.543601	0.148018	0.140704	0.160470	-0.104506	0.113761		0.054360	0.708955	0.699659	0.850000	0.450000	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
156	ITGA2	ENSG00000164171	P17301	core_surfaceome	balanced	0.512697	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.412609	0.805755	0.996214	0.471791	0.608547	not_available		0.934881	0.061891	0.161151	0.199243	-0.094358	0.091282		0.093488	0.807705	0.956607	0.850000	0.272727	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
157	LPAR6	ENSG00000139679	P43657	core_surfaceome	balanced	0.512659	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.922235	0.820144	0.538811	0.314654	0.985185	not_available		0.176859	0.138335	0.164029	0.107762	-0.062931	0.147778		0.017686	0.823230	0.549602	0.750000	0.706364	0.737829	watchlist_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk	v0	2026-05-29	dirty
158	CALCRL	ENSG00000064989	Q16602	core_surfaceome	balanced	0.512635	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.835787	0.801969	0.841537	0.706929	0.892593	not_available		0.660627	0.125368	0.160394	0.168307	-0.141386	0.133889		0.066063	0.802953	0.729572	1.000000	0.546389	0.882670	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
159	MUC17	ENSG00000169876	Q685J3	core_surfaceome	balanced	0.512548	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.472254	0.767702	0.942067	0.290420	0.623932	not_available		0.642507	0.070838	0.153540	0.188413	-0.058084	0.093590		0.064251	0.771166	0.841727	0.700000	0.279630	0.862500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk	v0	2026-05-29	dirty
160	IL12RB1	ENSG00000096996	P42701	core_surfaceome	balanced	0.511853	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.902982	0.627793	0.838697	0.364635		not_available		0.792563	0.135447	0.125559	0.167739	-0.072927			0.079256	0.628588	0.727793	0.800000		0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
161	PTAFR	ENSG00000169403	P25105	core_surfaceome	balanced	0.511306	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.953190	0.741386	0.904960	0.505490	0.807407	not_available		0.190449	0.142978	0.148277	0.180992	-0.101098	0.121111		0.019045	0.746782	0.801742	0.850000	0.478333	0.740579	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
162	OR8S1	ENSG00000284723	Q8NH09	core_surfaceome	balanced	0.511212	0.250000	E;N;R;P	4	E;N;R;P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.636467					not_available		0.323330	0.095470						0.032333					0.750002	not_assessable_missing_bulk_expression	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression	v0	2026-05-29	dirty
163	CDH6	ENSG00000113361	P55285	core_surfaceome	balanced	0.510881	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.851642	0.591064	0.784551	0.556229	0.838462	not_available		0.934881	0.127746	0.118213	0.156910	-0.111246	0.125769		0.093488	0.593847	0.687240	0.900000	0.508333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
164	CEACAM5	ENSG00000105388	P06731	core_surfaceome	balanced	0.510847	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.056248	0.918213	0.936766	0.434305	0.984046	not_available		0.706682	0.008437	0.183643	0.187353	-0.086861	0.147607		0.070668	0.909409	0.837069	0.850000	0.704545	0.920000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
165	TACSTD2	ENSG00000184292	P09758	core_surfaceome	balanced	0.510610	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.761797	0.893980	0.775842	0.652783	0.662963	not_available		0.934881	0.114270	0.178796	0.155168	-0.130557	0.099444		0.093488	0.889530	0.679780	0.900000	0.316667	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
166	TSPAN15	ENSG00000099282	O95858	core_surfaceome	balanced	0.509811	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.998490	0.958349	0.874290	0.990155	0.834758	not_available		0.663269	0.149773	0.191670	0.174858	-0.198031	0.125214		0.066327	0.941859	0.765278	1.000000	0.506667	0.883999	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
167	CDH5	ENSG00000179776	P33151	core_surfaceome	balanced	0.509334	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.851265	0.838319	0.675123	0.717531	0.859829	not_available		0.934881	0.127690	0.167664	0.135025	-0.143506	0.128974		0.093488	0.843525	0.617721	1.000000	0.517222	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
168	PKD2L1	ENSG00000107593	Q9P0L9	core_surfaceome	balanced	0.508729	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.949037	0.401742	0.701628	0.382052	0.997151	not_available		0.725368	0.142356	0.080348	0.140326	-0.076410	0.149573		0.072537	0.399754	0.631011	0.800000	0.752500	0.930000	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
169	FAM171A1	ENSG00000148468	Q5VUB5	core_surfaceome	balanced	0.508361	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.876180	0.818629	0.770920	0.759939	0.740456	not_available		0.999434	0.131427	0.163726	0.154184	-0.151988	0.111068		0.099943	0.820750	0.676070	1.000000	0.448333	1.000000	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
