rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	Surf_relative_confidence	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation
1	HLA-DRB3	ENSG00000196101	P79483	core_surfaceome	safety_first	0.643719	0.220000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.048000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
2	HLA-DRB4	ENSG00000227357	P13762	core_surfaceome	safety_first	0.643719	0.220000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.048000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
3	KIR2DL5A	ENSG00000274143	Q8N109	core_surfaceome	safety_first	0.643719	0.220000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.048000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
4	KIR2DS1	ENSG00000276387	Q14954	core_surfaceome	safety_first	0.643719	0.220000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.048000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
5	ITGB4	ENSG00000132470	P16144	core_surfaceome	safety_first	0.531586	1.000000		0		0.600000	0.988126	0.995176	0.364564	0.889044	not_available		0.789308	0.072000	0.148219	0.218939	-0.102078	0.115576		0.078931	0.966494	0.951985	0.800000	0.540000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
6	ALPG	ENSG00000163286	P10696	core_surfaceome	safety_first	0.528209	1.000000		0		0.600000	0.513544	0.980334	0.085343	0.781163	not_available		0.858491	0.072000	0.077032	0.215673	-0.023896	0.101551		0.085849	0.513525	0.900705	0.000000	0.453636	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
7	CDH3	ENSG00000062038	P22223	core_surfaceome	safety_first	0.523669	1.000000		0		0.600000	0.831911	0.961410	0.312987	0.954444	not_available		0.789308	0.072000	0.124787	0.211510	-0.087636	0.124078		0.078931	0.834471	0.867495	0.750000	0.644444	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
8	MPZL1	ENSG00000197965	O95297	core_surfaceome	safety_first	0.502002	1.000000		0		0.600000	0.974026	0.994434	0.470501	0.964226	not_available		0.715131	0.072000	0.146104	0.218775	-0.131740	0.125349		0.071513	0.954063	0.939109	0.850000	0.655185	0.925913	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
9	LRRC15	ENSG00000172061	Q8TF66	core_surfaceome	safety_first	0.501976	1.000000		0		0.600000	0.592579	0.918367	0.212987	0.921185	not_available		0.789308	0.072000	0.088887	0.202041	-0.059636	0.119754		0.078931	0.595529	0.817662	0.215417	0.583333	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	lower_risk_by_current_normal_expression
10	TNFRSF11A	ENSG00000141655	Q9Y6Q6	core_surfaceome	safety_first	0.496634	1.000000		0		0.600000	0.737291	0.939889	0.290167	0.842929	not_available		0.789308	0.072000	0.110594	0.206776	-0.081247	0.109581		0.078931	0.741596	0.840594	0.700000	0.510741	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
11	BST2	ENSG00000130303	Q10589	core_surfaceome	safety_first	0.491210	1.000000		0		0.800000	0.985158	0.878108	0.364564	0.536333	not_available		0.866075	0.096000	0.147774	0.193184	-0.102078	0.069723		0.086608	0.963377	0.770501	0.800000	0.251515	0.951295	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
12	ITGB5	ENSG00000082781	P18084	core_surfaceome	safety_first	0.489823	1.000000		0		0.600000	0.959184	0.858627	0.470501	0.947457	not_available		0.936182	0.072000	0.143878	0.188898	-0.131740	0.123169		0.093618	0.943006	0.748905	0.850000	0.633333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
13	ULBP2	ENSG00000131015	Q9BZM5	core_surfaceome	safety_first	0.489446	1.000000		0		0.600000	0.576067	0.928386	0.290167	0.939911	not_available		0.858491	0.072000	0.086410	0.204245	-0.081247	0.122188		0.085849	0.577959	0.825826	0.700000	0.620000	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
14	DSC2	ENSG00000134755	Q02487	core_surfaceome	safety_first	0.486885	1.000000		0		0.600000	0.799629	0.803340	0.312987	0.976244	not_available		0.789308	0.072000	0.119944	0.176735	-0.087636	0.126912		0.078931	0.798905	0.701447	0.750000	0.673611	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
15	IL2RG	ENSG00000147168	P31785	core_surfaceome	safety_first	0.485986	1.000000		0		0.600000	0.973655	0.943228	0.364564	0.529905	not_available		0.936182	0.072000	0.146048	0.207510	-0.102078	0.068888		0.093618	0.953506	0.844378	0.800000	0.250000	0.962500	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
16	IL12RB2	ENSG00000081985	Q99665	core_surfaceome	safety_first	0.485258	1.000000		0		0.600000	0.469759	0.885343	0.210019	0.983790	not_available		0.789308	0.072000	0.070464	0.194775	-0.058805	0.127893		0.078931	0.468571	0.781967	0.209740	0.703889	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
17	CHRNA5	ENSG00000169684	P30532	core_surfaceome	safety_first	0.484500	1.000000		0		0.600000	0.676067	0.995547	0.238776	0.705422	not_available		0.672216	0.072000	0.101410	0.219020	-0.066857	0.091705		0.067222	0.683711	0.952208	0.257328	0.390000	0.892500	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	lower_risk_by_current_normal_expression
18	CEACAM5	ENSG00000105388	P06731	core_surfaceome	safety_first	0.482287	1.000000		0		0.600000	0.918738	0.936178	0.470501	0.984349	not_available		0.702923	0.072000	0.137811	0.205959	-0.131740	0.127965		0.070292	0.910260	0.838442	0.850000	0.704545	0.920000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
19	IFNGR1	ENSG00000027697	P15260	core_surfaceome	safety_first	0.480131	1.000000		0		0.600000	0.952876	0.824490	0.470501	0.937954	not_available		0.936182	0.072000	0.142931	0.181388	-0.131740	0.121934		0.093618	0.939221	0.717106	0.850000	0.614444	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
20	JAG1	ENSG00000101384	P78504	core_surfaceome	safety_first	0.479234	1.000000		0		0.600000	0.917625	0.813729	0.470501	0.989939	not_available		0.936182	0.072000	0.137644	0.179020	-0.131740	0.128692		0.093618	0.909722	0.708497	0.850000	0.720000	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
21	PECAM1	ENSG00000261371	P16284	core_surfaceome	safety_first	0.474176	1.000000		0		0.600000	0.949536	0.867904	0.470501	0.822527	not_available		0.936182	0.072000	0.142430	0.190939	-0.131740	0.106929		0.093618	0.936178	0.759629	0.850000	0.488889	0.962500	high_known_tme_marker_control	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
22	NECTIN2	ENSG00000130202	Q92692	core_surfaceome	safety_first	0.474049	1.000000		0		0.600000	0.980705	0.988497	0.599629	0.972610	not_available		0.789308	0.072000	0.147106	0.217469	-0.167896	0.126439		0.078931	0.960408	0.917662	0.900000	0.668750	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
23	CDH17	ENSG00000079112	Q12864	core_surfaceome	safety_first	0.473271	1.000000		0		0.400000	0.848237	0.871614	0.364564	0.882616	not_available		0.936182	0.048000	0.127236	0.191755	-0.102078	0.114740		0.093618	0.853265	0.763896	0.800000	0.535417	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
24	HLA-DPB1	ENSG00000223865	P04440	core_surfaceome	safety_first	0.470785	1.000000		0		0.400000	0.987013	0.954360	0.470501	0.791504	not_available		0.936182	0.048000	0.148052	0.209959	-0.131740	0.102896		0.093618	0.965417	0.854100	0.850000	0.462500	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
25	EPCAM	ENSG00000119888	P16422	core_surfaceome	safety_first	0.469282	1.000000		0		0.600000	0.964007	0.989239	0.599629	0.840973	not_available		0.936182	0.072000	0.144601	0.217633	-0.167896	0.109326		0.093618	0.946623	0.920482	0.900000	0.508333	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
26	GRIN2D	ENSG00000105464	O15399	core_surfaceome	safety_first	0.468252	1.000000		0		0.400000	0.755844	1.000000	0.234879	0.617663	not_available		0.723455	0.048000	0.113377	0.220000	-0.065766	0.080296		0.072345	0.761354	0.998813	0.251113	0.274722	0.930000	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
27	ADAM12	ENSG00000148848	O43184	core_surfaceome	safety_first	0.462621	1.000000		0		0.600000	0.628200	0.974026	0.263636	0.762717	not_available		0.567703	0.072000	0.094230	0.214286	-0.073818	0.099153		0.056770	0.630260	0.887718	0.600000	0.450000	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk
28	BTN3A3	ENSG00000111801	O00478	core_surfaceome	safety_first	0.462406	1.000000		0		0.600000	0.830056	0.886827	0.470501	0.950811	not_available		0.789308	0.072000	0.124508	0.195102	-0.131740	0.123605		0.078931	0.832523	0.782560	0.850000	0.640909	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
29	INSR	ENSG00000171105	P06213	core_surfaceome	safety_first	0.458970	1.000000		0		0.600000	0.855288	0.871985	0.364564	0.915036	not_available		0.499630	0.072000	0.128293	0.191837	-0.102078	0.118955		0.049963	0.862338	0.764824	0.800000	0.573333	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
30	CD86	ENSG00000114013	P42081	core_surfaceome	safety_first	0.455952	1.000000		0		0.600000	0.730983	0.929499	0.470501	0.943264	not_available		0.789308	0.072000	0.109647	0.204490	-0.131740	0.122624		0.078931	0.734712	0.828571	0.850000	0.624167	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
31	HLA-A	ENSG00000206503	P04439	core_surfaceome	safety_first	0.454934	0.870000	P	1	P	0.600000	0.998887	0.964007	0.470501		not_available		0.936182	0.072000	0.149833	0.212082	-0.131740			0.093618	0.976141	0.871020	0.850000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
32	ERBB2	ENSG00000141736	P04626	core_surfaceome	safety_first	0.454892	1.000000		0		0.600000	0.968089	0.952134	0.599629	0.901342	not_available		0.789308	0.072000	0.145213	0.209469	-0.167896	0.117174		0.078931	0.948868	0.851280	0.900000	0.555556	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
33	CD9	ENSG00000010278	P21926	core_surfaceome	safety_first	0.454289	1.000000		0		0.600000	0.991095	0.892022	0.470501	0.923421	not_available		0.490751	0.072000	0.148664	0.196245	-0.131740	0.120045		0.049075	0.969091	0.788386	0.850000	0.585278	0.782094	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
34	TGFBR1	ENSG00000106799	P36897	core_surfaceome	safety_first	0.453956	1.000000		0		0.600000	0.860482	0.920594	0.470501	0.951928	not_available		0.583426	0.072000	0.129072	0.202531	-0.131740	0.123751		0.058343	0.867421	0.819072	0.850000	0.641389	0.843606	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
35	CD44	ENSG00000026508	P16070	core_surfaceome	safety_first	0.453176	1.000000		0		0.600000	0.988868	0.988868	0.364564	0.840973	not_available		0.080466	0.072000	0.148330	0.217551	-0.102078	0.109326		0.008047	0.967013	0.918998	0.800000	0.508333	0.682500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
36	MMP14	ENSG00000157227	P50281	core_surfaceome	safety_first	0.452118	1.000000		0		0.400000	0.978850	0.961781	0.470501	0.644774	not_available		0.936182	0.048000	0.146827	0.211592	-0.131740	0.083821		0.093618	0.958404	0.868015	0.850000	0.291515	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
37	LSR	ENSG00000105699	Q86X29	core_surfaceome	safety_first	0.451283	1.000000		0		0.400000	0.989981	0.998516	0.599629	0.954444	not_available		0.789308	0.048000	0.148497	0.219674	-0.167896	0.124078		0.078931	0.968497	0.964304	0.900000	0.644444	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
38	NEO1	ENSG00000067141	Q92859	core_surfaceome	safety_first	0.451264	1.000000		0		0.600000	0.853061	0.845269	0.470501	0.908888	not_available		0.789308	0.072000	0.127959	0.185959	-0.131740	0.118155		0.078931	0.859573	0.732616	0.850000	0.565000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
39	CD47	ENSG00000196776	Q08722	core_surfaceome	safety_first	0.450647	1.000000		0		0.600000	0.972171	0.869759	0.470501	0.873952	not_available		0.596004	0.072000	0.145826	0.191347	-0.131740	0.113614		0.059600	0.952059	0.761484	0.850000	0.526944	0.854647	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
40	IFNGR2	ENSG00000159128	P38484	core_surfaceome	safety_first	0.450074	1.000000		0		0.400000	0.950649	0.956957	0.364564	0.441587	not_available		0.936182	0.048000	0.142597	0.210531	-0.102078	0.057406		0.093618	0.936809	0.858627	0.800000	0.217778	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
41	GPRC5A	ENSG00000013588	Q8NFJ5	core_surfaceome	safety_first	0.448619	1.000000		0		0.600000	0.949907	0.996660	0.470501	0.954444	not_available		0.225305	0.072000	0.142486	0.219265	-0.131740	0.124078		0.022531	0.936289	0.957477	0.850000	0.644444	0.745569	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
42	HLA-B	ENSG00000234745	P01889	core_surfaceome	safety_first	0.448301	1.000000		0		0.400000	0.999629	0.915399	0.470501	0.669927	not_available		0.936182	0.048000	0.149944	0.201388	-0.131740	0.087091		0.093618	0.976809	0.814249	0.850000	0.318333	0.962500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
43	EVI2B	ENSG00000185862	P34910	core_surfaceome	safety_first	0.447906	1.000000		0		0.600000	0.851948	0.824119	0.470501	0.807155	not_available		0.936182	0.072000	0.127792	0.181306	-0.131740	0.104930		0.093618	0.858868	0.716883	0.850000	0.473333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
44	IL21R	ENSG00000103522	Q9HBE5	core_surfaceome	safety_first	0.445727	1.000000		0		0.600000	0.574397	0.797774	0.364564	0.927054	not_available		0.936182	0.072000	0.086160	0.175510	-0.102078	0.120517		0.093618	0.577161	0.697625	0.800000	0.591515	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
45	CEACAM6	ENSG00000086548	P40199	core_surfaceome	safety_first	0.445046	1.000000		0		0.400000	0.917254	0.991095	0.470501	0.671604	not_available		0.858491	0.048000	0.137588	0.218041	-0.131740	0.087309		0.085849	0.909703	0.926753	0.850000	0.319697	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
46	NOTCH3	ENSG00000074181	Q9UM47	core_surfaceome	safety_first	0.444766	1.000000		0		0.600000	0.919109	0.859369	0.470501	0.952487	not_available		0.537551	0.072000	0.137866	0.189061	-0.131740	0.123823		0.053755	0.910353	0.749610	0.850000	0.642222	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
47	NOTCH2	ENSG00000134250	Q04721	core_surfaceome	safety_first	0.444013	1.000000		0		0.600000	0.851206	0.903896	0.470501	0.949693	not_available		0.537551	0.072000	0.127681	0.198857	-0.131740	0.123460		0.053755	0.857996	0.802857	0.850000	0.635152	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
48	ITGB1	ENSG00000150093	P05556	core_surfaceome	safety_first	0.443920	1.000000		0		0.600000	0.990353	0.922449	0.470501	0.786193	not_available		0.499630	0.072000	0.148553	0.202939	-0.131740	0.102205		0.049963	0.968609	0.820445	0.850000	0.459722	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
49	CPD	ENSG00000108582	O75976	core_surfaceome	safety_first	0.442551	1.000000		0		0.400000	0.914657	0.970130	0.364564	0.515931	not_available		0.789308	0.048000	0.137199	0.213429	-0.102078	0.067071		0.078931	0.907904	0.882301	0.800000	0.242778	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
50	FZD6	ENSG00000164930	O60353	core_surfaceome	safety_first	0.441692	1.000000		0		0.600000	0.787384	0.892764	0.470501	0.961710	not_available		0.618942	0.072000	0.118108	0.196408	-0.131740	0.125022		0.061894	0.788460	0.789499	0.850000	0.653333	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
51	HLA-DRA	ENSG00000204287	P01903	core_surfaceome	safety_first	0.441307	1.000000		0		0.400000	0.997774	0.981818	0.470501	0.505869	not_available		0.936182	0.048000	0.149666	0.216000	-0.131740	0.065763		0.093618	0.975250	0.902820	0.850000	0.238889	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
52	SPINT2	ENSG00000167642	O43291	core_surfaceome	safety_first	0.441286	1.000000		0		0.400000	0.995176	0.967347	0.470501	0.646171	not_available		0.789308	0.048000	0.149276	0.212816	-0.131740	0.084002		0.078931	0.972468	0.877477	0.850000	0.293056	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
53	IL10RB	ENSG00000243646	Q08334	core_surfaceome	safety_first	0.440106	1.000000		0		0.400000	0.909462	0.908349	0.364564	0.494690	not_available		0.936182	0.048000	0.136419	0.199837	-0.102078	0.064310		0.093618	0.902746	0.805900	0.800000	0.235833	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
54	ALPP	ENSG00000163283	P05187	core_surfaceome	safety_first	0.438930	1.000000		0		0.600000	0.456401	0.768460	0.236178	0.843767	not_available		0.858491	0.072000	0.068460	0.169061	-0.066130	0.109690		0.085849	0.455102	0.673395	0.254685	0.513636	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	lower_risk_by_current_normal_expression
55	TNFRSF10A	ENSG00000104689	O00220	core_surfaceome	safety_first	0.438336	1.000000		0		0.400000	0.766234	0.982931	0.364564	0.520123	not_available		0.936182	0.048000	0.114935	0.216245	-0.102078	0.067616		0.093618	0.771317	0.908126	0.800000	0.245556	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
56	CLDN4	ENSG00000189143	O14493	core_surfaceome	safety_first	0.438309	1.000000		0		0.600000	0.948052	0.996289	0.599629	0.988262	not_available		0.443396	0.072000	0.142208	0.219184	-0.167896	0.128474		0.044340	0.934026	0.957365	0.900000	0.715152	0.764010	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
57	CD2	ENSG00000116824	P06729	core_surfaceome	safety_first	0.438254	1.000000		0		0.600000	0.797403	0.694991	0.364564	0.786193	not_available		0.936182	0.072000	0.119610	0.152898	-0.102078	0.102205		0.093618	0.797922	0.627570	0.800000	0.459722	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
58	SLC40A1	ENSG00000138449	Q9NP59	core_surfaceome	safety_first	0.437461	1.000000		0		0.600000	0.971800	0.898330	0.364564	0.547513	not_available		0.529597	0.072000	0.145770	0.197633	-0.102078	0.071177		0.052960	0.951354	0.797662	0.800000	0.256667	0.807655	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
59	CDH1	ENSG00000039068	P12830	core_surfaceome	safety_first	0.437408	1.000000		0		0.600000	0.933952	0.979221	0.599629	0.983231	not_available		0.499630	0.072000	0.140093	0.215429	-0.167896	0.127820		0.049963	0.923785	0.899406	0.900000	0.702778	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
60	MET	ENSG00000105976	P08581	core_surfaceome	safety_first	0.435523	1.000000		0		0.600000	0.900186	0.989981	0.599629	0.937116	not_available		0.567703	0.072000	0.135028	0.217796	-0.167896	0.121825		0.056770	0.895584	0.923080	0.900000	0.613611	0.832500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
61	MUC17	ENSG00000169876	Q685J3	core_surfaceome	safety_first	0.435061	1.000000		0		0.400000	0.771058	0.942115	0.290167	0.628284	not_available		0.637070	0.048000	0.115659	0.207265	-0.081247	0.081677		0.063707	0.773636	0.843340	0.700000	0.279630	0.862500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
62	SLC7A5	ENSG00000103257	Q01650	core_surfaceome	safety_first	0.434531	1.000000		0		0.600000	0.897959	0.840816	0.364564	0.973449	not_available		0.183870	0.072000	0.134694	0.184980	-0.102078	0.126548		0.018387	0.892486	0.730315	0.800000	0.670000	0.739228	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
