rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	Surf_relative_confidence	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation
1303	OPN1MW2	ENSG00000166160	P0DN77	core_surfaceome	safety_first	0.215416	0.870000	P	1	P	0.200000	0.030983	0.631169	0.085343		not_available		0.438032	0.024000	0.004647	0.138857	-0.023896			0.043803	0.082783	0.601058	0.000000		0.763265	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1304	ITM2B	ENSG00000136156	Q9Y287	probable_surfaceome	safety_first	0.215352	1.000000		0		0.000000	0.998516	0.985158	0.832282	0.628843	not_available		0.001295	0.000000	0.149777	0.216735	-0.233039	0.081750		0.000130	0.976030	0.910612	1.000000	0.280556	0.070000	watchlist_uncorrected_tme_correlation	E	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1305	KCNG3	ENSG00000171126	Q8TAE7	core_surfaceome	safety_first	0.215305	0.870000	P	1	P	0.200000	0.315028	0.724304	0.192579		not_available		0.106363	0.024000	0.047254	0.159347	-0.053922			0.010636	0.311800	0.642857	0.179314		0.711886	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1306	OR2AP1	ENSG00000179615	Q8NGE2	core_surfaceome	safety_first	0.215205	0.870000	P	1	P	0.400000	0.030983	0.575139	0.085343		not_available		0.319460	0.048000	0.004647	0.126531	-0.023896			0.031946	0.082783	0.571800	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1307	LPAR2	ENSG00000064547	Q9HBW0	core_surfaceome	safety_first	0.215097	1.000000		0		0.400000	0.861596	0.298887	0.364564	0.419788	not_available		0.196078	0.048000	0.129239	0.065755	-0.102078	0.054572		0.019608	0.867978	0.359035	0.800000	0.210000	0.741886	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
1308	SLCO3A1	ENSG00000176463	Q9UIG8	core_surfaceome	safety_first	0.215041	1.000000		0		0.400000	0.821150	0.866048	0.832282	0.214086	not_available		0.585461	0.048000	0.123173	0.190531	-0.233039	0.027831		0.058546	0.822839	0.757069	1.000000	0.140000	0.846862	watchlist_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1309	OR7A17	ENSG00000185385	O14581	core_surfaceome	safety_first	0.215025	0.870000	P	1	P	0.400000	0.106679	0.522820	0.085343		not_available		0.319460	0.048000	0.016002	0.115020	-0.023896			0.031946	0.092356	0.539629	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1310	HCAR2	ENSG00000182782	Q8TDS4	core_surfaceome	safety_first	0.214787	1.000000		0		0.400000	0.491651	0.303896	0.364564	0.813304	not_available		0.225305	0.048000	0.073748	0.066857	-0.102078	0.105730		0.022531	0.492096	0.363748	0.800000	0.479722	0.745569	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
1311	GSG1L2	ENSG00000214978	A8MUP6	core_surfaceome	safety_first	0.214710	0.870000	P	1	P	0.400000	0.079406	0.453061	0.085343		not_available		0.511099	0.048000	0.011911	0.099673	-0.023896			0.051110	0.088237	0.488868	0.000000		0.785249	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1312	CGN	ENSG00000143375	Q9P2M7	probable_surfaceome	safety_first	0.214641	1.000000		0		0.000000	0.858256	0.866790	0.832282	0.982113	not_available		0.005734	0.000000	0.128738	0.190694	-0.233039	0.127675		0.000573	0.864638	0.759221	1.000000	0.693939	0.250000	high_purity_adjusted_tme_correlation	E	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1313	IL20RB	ENSG00000174564	Q6UXL0	core_surfaceome	safety_first	0.214519	0.870000	P	1	P	0.400000	0.480519	0.275325	0.312987		not_available		0.936182	0.048000	0.072078	0.060572	-0.087636			0.093618	0.479221	0.340111	0.750000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	immune	moderate_off_tumor_risk
1314	TNFRSF17	ENSG00000048462	Q02223	core_surfaceome	safety_first	0.214437	0.870000	P	1	P	0.400000	0.566976	0.457514	0.364564		not_available		0.549390	0.048000	0.085046	0.100653	-0.102078			0.054939	0.567662	0.491540	0.800000		0.822241	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
1315	LYPD6	ENSG00000187123	Q86Y78	core_surfaceome	safety_first	0.214293	1.000000		0		0.200000	0.605566	0.820408	0.832282	0.635551	not_available		0.693859	0.024000	0.090835	0.180490	-0.233039	0.082622		0.069386	0.608683	0.713952	1.000000	0.284722	0.912467	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1316	OR4F21	ENSG00000176269	O95013	core_surfaceome	safety_first	0.214292	1.000000		0		0.400000	0.113358	0.613915	0.085343	0.047513	not_available		0.319460	0.048000	0.017004	0.135061	-0.023896	0.006177		0.031946	0.093933	0.593080	0.000000	0.000000	0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1317	OR10X1	ENSG00000279111	Q8NGY0	core_surfaceome	safety_first	0.214165	0.870000	P	1	P	0.400000	0.030983	0.538404	0.085343		not_available		0.391232	0.048000	0.004647	0.118449	-0.023896			0.039123	0.082783	0.547829	0.000000		0.753992	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1318	CLEC4C	ENSG00000198178	Q8WTT0	core_surfaceome	safety_first	0.214110	1.000000		0		0.200000	0.269017	0.445640	0.312987	0.464785	not_available		0.789308	0.024000	0.040353	0.098041	-0.087636	0.060422		0.078931	0.267551	0.482542	0.750000	0.223333	0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;CPTAC_not_assessed	immune	moderate_off_tumor_risk
1319	CLEC4A	ENSG00000111729	Q9UMR7	core_surfaceome	safety_first	0.213787	1.000000		0		0.200000	0.623748	0.649351	0.470501	0.047513	not_available		0.789308	0.024000	0.093562	0.142857	-0.131740	0.006177		0.078931	0.627477	0.607124	0.850000	0.000000	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
1320	TECTA	ENSG00000109927	O75443	core_surfaceome	safety_first	0.213727	1.000000		0		0.400000	0.248980	0.290909	0.243043	0.614030	not_available		0.526082	0.048000	0.037347	0.064000	-0.068052	0.079824		0.052608	0.246957	0.353655	0.268831	0.273333	0.800000	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	lower_risk_by_current_normal_expression
1321	LILRA6	ENSG00000244482	Q6PI73	core_surfaceome	safety_first	0.213686	0.870000	P	1	P	0.600000	0.578108	0.363636	0.470501		not_available		0.789308	0.072000	0.086716	0.080000	-0.131740			0.078931	0.580334	0.411911	0.850000		0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
1322	OR8B8	ENSG00000197125	Q15620	core_surfaceome	safety_first	0.213609	0.870000	P	1	P	0.400000	0.030983	0.568831	0.085343		not_available		0.319460	0.048000	0.004647	0.125143	-0.023896			0.031946	0.082783	0.566679	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1323	CNTNAP2	ENSG00000174469	Q9UHC6	core_surfaceome	safety_first	0.213390	1.000000		0		0.400000	0.593878	0.748423	0.832282	0.505869	not_available		0.789308	0.048000	0.089082	0.164653	-0.233039	0.065763		0.078931	0.596160	0.659369	1.000000	0.238889	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1324	ADGRG2	ENSG00000173698	Q8IZP9	core_surfaceome	safety_first	0.213345	1.000000		0		0.600000	0.409276	0.146197	0.312987	0.958357	not_available		0.108398	0.072000	0.061391	0.032163	-0.087636	0.124586		0.010840	0.408998	0.226753	0.750000	0.650000	0.712500	watchlist_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
1325	SEMA4F	ENSG00000135622	O95754	core_surfaceome	safety_first	0.213245	1.000000		0		0.400000	0.619852	0.745083	0.832282	0.480436	not_available		0.789308	0.048000	0.092978	0.163918	-0.233039	0.062457		0.078931	0.624657	0.655918	1.000000	0.230000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1326	OR2T27	ENSG00000187701	Q8NH04	core_surfaceome	safety_first	0.213140	0.870000	P	1	P	0.400000	0.030983	0.566976	0.085343		not_available		0.319460	0.048000	0.004647	0.124735	-0.023896			0.031946	0.082783	0.565659	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1327	OR13C3	ENSG00000204246	Q8NGS6	core_surfaceome	safety_first	0.213045	0.870000	P	1	P	0.400000	0.030983	0.507236	0.085343		not_available		0.450055	0.048000	0.004647	0.111592	-0.023896			0.045006	0.082783	0.527737	0.000000		0.765460	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1328	MMP25	ENSG00000008516	Q9NPA2	probable_surfaceome	safety_first	0.213031	1.000000		0		0.000000	0.582931	0.349536	0.470501	0.934041	not_available		0.590085	0.000000	0.087440	0.076898	-0.131740	0.121425		0.059008	0.585640	0.399332	0.850000	0.606667	0.850000	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
1329	ENTPD2	ENSG00000054179	Q9Y5L3	core_surfaceome	safety_first	0.212991	1.000000		0		0.200000	0.794434	0.980705	0.832282	0.193963	not_available		0.618942	0.024000	0.119165	0.215755	-0.233039	0.025215		0.061894	0.796327	0.900816	1.000000	0.106667	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1330	CDH8	ENSG00000150394	P55286	core_surfaceome	safety_first	0.212961	1.000000		0		0.600000	0.372913	0.441187	0.832282	0.979877	not_available		0.936182	0.072000	0.055937	0.097061	-0.233039	0.127384		0.093618	0.369777	0.478071	1.000000	0.686667	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1331	OR51G1	ENSG00000278870	Q8NGK1	core_surfaceome	safety_first	0.212960	0.870000	P	1	P	0.400000	0.030983	0.592579	0.085343		not_available		0.261561	0.048000	0.004647	0.130367	-0.023896			0.026156	0.082783	0.581280	0.000000		0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1332	EMP2	ENSG00000213853	P54851	probable_surfaceome	safety_first	0.212925	1.000000		0		0.000000	0.933581	0.779221	0.470501	0.235606	not_available		0.025712	0.000000	0.140037	0.171429	-0.131740	0.030629		0.002571	0.923525	0.682931	0.850000	0.149722	0.350000	low_uncorrected_tme_correlation	E	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
1333	GPR151	ENSG00000173250	Q8TDV0	core_surfaceome	safety_first	0.212796	0.870000	P	1	P	0.400000	0.122635	0.470501	0.085343		not_available		0.391232	0.048000	0.018395	0.103510	-0.023896			0.039123	0.106197	0.499814	0.000000		0.753992	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1334	OR9A2	ENSG00000179468	Q8NGT5	core_surfaceome	safety_first	0.212795	0.870000	P	1	P	0.400000	0.095918	0.521336	0.085343		not_available		0.319460	0.048000	0.014388	0.114694	-0.023896			0.031946	0.090538	0.539184	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1335	DLL4	ENSG00000128917	Q9NR61	core_surfaceome	safety_first	0.212763	1.000000		0		0.400000	0.741002	0.849351	0.832282	0.047513	not_available		0.936182	0.048000	0.111150	0.186857	-0.233039	0.006177		0.093618	0.745306	0.738776	1.000000	0.000000	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	heart	high_critical_off_tumor_risk
1336	OR4A16	ENSG00000181961	Q8NH70	core_surfaceome	safety_first	0.212577	0.870000	P	1	P	0.400000	0.030983	0.564750	0.085343		not_available		0.319460	0.048000	0.004647	0.124245	-0.023896			0.031946	0.082783	0.565213	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1337	OR8G1	ENSG00000197849	Q15617	core_surfaceome	safety_first	0.212575	0.870000	P	1	P	0.400000	0.079406	0.531725	0.085343		not_available		0.319460	0.048000	0.011911	0.116980	-0.023896			0.031946	0.088237	0.543933	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1338	MTNR1B	ENSG00000134640	P49286	core_surfaceome	safety_first	0.212418	1.000000		0		0.400000	0.079406	0.460853	0.085343	0.270263	not_available		0.398816	0.048000	0.011911	0.101388	-0.023896	0.035134		0.039882	0.088237	0.493117	0.000000	0.170000	0.754930	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1339	SLC10A6	ENSG00000145283	Q3KNW5	core_surfaceome	safety_first	0.212228	1.000000		0		0.400000	0.389981	0.418553	0.290167	0.584405	not_available		0.189234	0.048000	0.058497	0.092082	-0.081247	0.075973		0.018923	0.389518	0.458256	0.700000	0.266667	0.740579	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
1340	SLCO1B3	ENSG00000111700	Q9NPD5	core_surfaceome	safety_first	0.212136	1.000000		0		0.600000	0.464564	0.335807	0.599629	0.762717	not_available		0.653163	0.072000	0.069685	0.073878	-0.167896	0.099153		0.065316	0.465009	0.386048	0.900000	0.450000	0.880944	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
1341	GRIN3B	ENSG00000116032	O60391	core_surfaceome	safety_first	0.212071	0.870000	P	1	P	0.400000	0.303154	0.370315	0.205937		not_available		0.672216	0.048000	0.045473	0.081469	-0.057662			0.067222	0.302505	0.419685	0.202801		0.892500	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	lung	lower_risk_by_current_normal_expression
1342	ADAM19	ENSG00000135074	Q9H013	core_surfaceome	safety_first	0.212023	0.870000	P	1	P	0.400000	0.745826	0.812245	0.832282		not_available		0.789308	0.048000	0.111874	0.178694	-0.233039			0.078931	0.750575	0.707532	1.000000		0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	heart	high_critical_off_tumor_risk
1343	DLL1	ENSG00000198719	O00548	core_surfaceome	safety_first	0.212019	0.870000	P	1	P	0.600000	0.674583	0.270872	0.364564		not_available		0.537551	0.072000	0.101187	0.059592	-0.102078			0.053755	0.681206	0.336215	0.800000		0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
1344	OR10C1	ENSG00000206474	Q96KK4	core_surfaceome	safety_first	0.211854	1.000000		0		0.400000	0.030983	0.658998	0.085343	0.047513	not_available		0.319460	0.048000	0.004647	0.144980	-0.023896	0.006177		0.031946	0.082783	0.610631	0.000000	0.000000	0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1345	OR52P1	ENSG00000181109	Q8NH57	core_surfaceome	safety_first	0.211831	0.870000	P	1	P	0.400000	0.152876	0.505009	0.085343		not_available		0.261561	0.048000	0.022931	0.111102	-0.023896			0.026156	0.122301	0.524898	0.000000		0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1346	OR14A16	ENSG00000196772	Q8NHC5	core_surfaceome	safety_first	0.211659	0.870000	P	1	P	0.400000	0.030983	0.525046	0.085343		not_available		0.398816	0.048000	0.004647	0.115510	-0.023896			0.039882	0.082783	0.540501	0.000000		0.754930	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1347	OR51B4	ENSG00000183251	Q9Y5P0	core_surfaceome	safety_first	0.211603	0.870000	P	1	P	0.400000	0.166790	0.494620	0.085343		not_available		0.261561	0.048000	0.025018	0.108816	-0.023896			0.026156	0.133952	0.518033	0.000000		0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1348	OR5L2	ENSG00000205030	Q8NGL0	core_surfaceome	safety_first	0.211596	1.000000		0		0.400000	0.030983	0.627829	0.085343	0.142817	not_available		0.261561	0.048000	0.004647	0.138122	-0.023896	0.018566		0.026156	0.082783	0.599276	0.000000	0.048333	0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1349	DGCR2	ENSG00000070413	P98153	core_surfaceome	safety_first	0.211397	1.000000		0		0.200000	0.920965	0.896289	0.832282	0.047513	not_available		0.789308	0.024000	0.138145	0.197184	-0.233039	0.006177		0.078931	0.914212	0.796475	1.000000	0.000000	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1350	CEACAM8	ENSG00000124469	P31997	core_surfaceome	safety_first	0.211228	1.000000		0		0.400000	0.259369	0.241187	0.364564	0.673002	not_available		0.858491	0.048000	0.038905	0.053061	-0.102078	0.087490		0.085849	0.256160	0.311558	0.800000	0.322222	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
1351	LMBR1	ENSG00000105983	Q8WVP7	core_surfaceome	safety_first	0.211033	1.000000		0		0.400000	0.879406	0.938776	0.832282	0.307993	not_available		0.175916	0.048000	0.131911	0.206531	-0.233039	0.040039		0.017592	0.879629	0.839629	1.000000	0.193030	0.737829	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1352	OR5L1	ENSG00000279395	Q8NGL2	core_surfaceome	safety_first	0.211025	1.000000		0		0.400000	0.030983	0.625232	0.085343	0.142817	not_available		0.261561	0.048000	0.004647	0.137551	-0.023896	0.018566		0.026156	0.082783	0.598386	0.000000	0.048333	0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1353	OR5H2	ENSG00000197938	Q8NGV7	core_surfaceome	safety_first	0.210745	0.870000	P	1	P	0.400000	0.030983	0.616698	0.085343		not_available		0.189234	0.048000	0.004647	0.135674	-0.023896			0.018923	0.082783	0.594378	0.000000		0.740579	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1354	TAS2R8	ENSG00000121314	Q9NYW2	core_surfaceome	safety_first	0.210638	0.870000	P	1	P	0.400000	0.095918	0.559555	0.085343		not_available		0.216611	0.048000	0.014388	0.123102	-0.023896			0.021661	0.090538	0.562931	0.000000		0.744379	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1355	TAS2R41	ENSG00000221855	P59536	core_surfaceome	safety_first	0.210340	1.000000		0		0.200000	0.132096	0.735065	0.085343	0.047513	not_available		0.225305	0.024000	0.019814	0.161714	-0.023896	0.006177		0.022531	0.113636	0.648776	0.000000	0.000000	0.745569	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1356	TM4SF4	ENSG00000169903	P48230	core_surfaceome	safety_first	0.210321	1.000000		0		0.400000	0.709091	0.317625	0.599629	0.866406	not_available		0.413430	0.048000	0.106364	0.069877	-0.167896	0.112633		0.041343	0.714675	0.375176	0.900000	0.520000	0.756742	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
1357	OR2F1	ENSG00000213215	Q13607	core_surfaceome	safety_first	0.210312	0.870000	P	1	P	0.400000	0.030983	0.526531	0.085343		not_available		0.383833	0.048000	0.004647	0.115837	-0.023896			0.038383	0.082783	0.541113	0.000000		0.753031	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1358	GHSR	ENSG00000121853	Q92847	core_surfaceome	safety_first	0.210239	0.870000	P	1	P	0.400000	0.172913	0.408534	0.085343		not_available		0.429893	0.048000	0.025937	0.089877	-0.023896			0.042989	0.146586	0.450148	0.000000		0.760531	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
1359	LAT	ENSG00000213658	O43561	core_surfaceome	safety_first	0.210089	1.000000		0		0.400000	0.746197	0.225232	0.364564	0.762717	not_available		0.035331	0.048000	0.111930	0.049551	-0.102078	0.099153		0.003533	0.750612	0.299926	0.800000	0.450000	0.534156	high_purity_adjusted_tme_correlation	D	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
1360	TMEM63A	ENSG00000196187	O94886	core_surfaceome	safety_first	0.210086	0.870000	P	1	P	0.400000	0.950278	0.784416	0.832282		not_available		0.527007	0.048000	0.142542	0.172572	-0.233039			0.052701	0.936698	0.686865	1.000000		0.800005	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
1361	OR2T7	ENSG00000227152	P0C7T2	core_surfaceome	safety_first	0.210044	0.870000	P	1	P	0.400000	0.030983	0.554731	0.085343		not_available		0.319460	0.048000	0.004647	0.122041	-0.023896			0.031946	0.082783	0.560408	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
