rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	Surf_relative_confidence	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation
203	SIGLEC15	ENSG00000197046	Q6ZMC9	core_surfaceome	novelty_focused	0.487679	0.860000	P	1	P	0.400000	0.524675	0.941744	0.188868		not_available		0.789308	0.068000	0.094441	0.188349	-0.033996			0.102610	0.524750	0.843043	0.152532		0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	gi_epithelial	lower_risk_by_current_normal_expression
204	SORT1	ENSG00000134243	Q99523	core_surfaceome	novelty_focused	0.487378	1.000000		0		0.600000	0.896846	0.790724	0.832282	0.807155	not_available		0.789308	0.102000	0.161432	0.158145	-0.149811	0.113002		0.102610	0.891466	0.691837	1.000000	0.473333	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
205	NMUR2	ENSG00000132911	Q9GZQ4	core_surfaceome	novelty_focused	0.487276	1.000000		0		0.600000	0.473469	0.830427	0.178108	0.786193	not_available		0.430448	0.102000	0.085224	0.166085	-0.032059	0.110067		0.055958	0.472208	0.720408	0.117987	0.459722	0.760942	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	lower_risk_by_current_normal_expression
206	ICOSLG	ENSG00000160223	O75144	core_surfaceome	novelty_focused	0.486619	1.000000		0		0.600000	0.713173	0.889239	0.832282	0.897149	not_available		0.789308	0.102000	0.128371	0.177848	-0.149811	0.125601		0.102610	0.717440	0.786605	1.000000	0.549091	0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
207	F2RL1	ENSG00000164251	P55085	core_surfaceome	novelty_focused	0.486198	1.000000		0		0.600000	0.873098	0.973284	0.599629	0.942146	not_available		0.064743	0.102000	0.157158	0.194657	-0.107933	0.131900		0.008417	0.875399	0.886345	0.900000	0.623333	0.635347	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
208	PCDH1	ENSG00000156453	Q08174	core_surfaceome	novelty_focused	0.485888	1.000000		0		0.400000	0.917996	0.993321	0.832282	0.722750	not_available		0.789308	0.068000	0.165239	0.198664	-0.149811	0.101185		0.102610	0.909777	0.934471	1.000000	0.417424	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
209	SLCO5A1	ENSG00000137571	Q9H2Y9	core_surfaceome	novelty_focused	0.485851	1.000000		0		0.600000	0.432282	0.782189	0.312987	0.914477	not_available		0.599334	0.102000	0.077811	0.156438	-0.056338	0.128027		0.077913	0.433896	0.685974	0.750000	0.573030	0.856836	watchlist_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
210	SLC39A14	ENSG00000104635	Q15043	core_surfaceome	novelty_focused	0.485020	1.000000		0		0.600000	0.966605	0.613358	0.599629	0.832309	not_available		0.598224	0.102000	0.173989	0.122672	-0.107933	0.116523		0.077769	0.947866	0.593024	0.900000	0.496667	0.855913	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
211	OR2I1	ENSG00000237988	Q8NGU4	core_surfaceome	novelty_focused	0.484678	0.860000	P	1	P	0.400000	0.780705	0.999629	0.218553		not_available		0.367000	0.068000	0.140527	0.199926	-0.039340			0.047710	0.783952	0.998033	0.221577		0.751038	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	kidney	lower_risk_by_current_normal_expression
212	IL13RA1	ENSG00000131724	P78552	core_surfaceome	novelty_focused	0.484141	0.860000	P	1	P	0.400000	0.939147	0.923191	0.599629		not_available		0.789308	0.068000	0.169046	0.184638	-0.107933			0.102610	0.928237	0.820668	0.900000		0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	liver	high_critical_off_tumor_risk
213	PKD2L1	ENSG00000107593	Q9P0L9	core_surfaceome	novelty_focused	0.483810	1.000000		0		0.600000	0.402226	0.706865	0.364564	0.997205	not_available		0.723455	0.102000	0.072401	0.141373	-0.065622	0.139609		0.094049	0.400278	0.633544	0.800000	0.752500	0.930000	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
214	SLC39A4	ENSG00000147804	Q6P5W5	core_surfaceome	novelty_focused	0.483646	0.860000	P	1	P	0.400000	0.981076	0.994063	0.599629		not_available		0.618942	0.068000	0.176594	0.198813	-0.107933			0.080462	0.960779	0.938367	0.900000		0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
215	TAS1R3	ENSG00000169962	Q7RTX0	core_surfaceome	novelty_focused	0.483547	1.000000		0		0.600000	0.449722	0.623006	0.238776	0.939911	not_available		0.672216	0.102000	0.080950	0.124601	-0.042980	0.131588		0.087388	0.450278	0.597365	0.257328	0.620000	0.892500	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	lower_risk_by_current_normal_expression
216	ITPR3	ENSG00000096433	Q14573	core_surfaceome	novelty_focused	0.483329	1.000000		0		0.200000	0.935807	0.944527	0.364564	0.522638	not_available		0.649464	0.034000	0.168445	0.188905	-0.065622	0.073169		0.084430	0.924527	0.845158	0.800000	0.246667	0.879140	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
217	IL22RA1	ENSG00000142677	Q8N6P7	core_surfaceome	novelty_focused	0.482803	0.860000	P	1	P	0.400000	0.771429	0.972913	0.599629		not_available		0.936182	0.068000	0.138857	0.194583	-0.107933			0.121704	0.775046	0.885083	0.900000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	liver	high_critical_off_tumor_risk
218	HLA-DPA1	ENSG00000231389	P20036	core_surfaceome	novelty_focused	0.482634	1.000000		0		0.400000	0.991466	0.962523	0.470501	0.047513	not_available		0.936182	0.068000	0.178464	0.192505	-0.084690	0.006652		0.121704	0.969462	0.868163	0.850000	0.000000	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
219	HLA-DQA2	ENSG00000237541	P01906	core_surfaceome	novelty_focused	0.482470	0.860000	P	1	P	0.400000	0.706679	0.913544	0.470501		not_available		0.936182	0.068000	0.127202	0.182709	-0.084690			0.121704	0.712134	0.812913	0.850000		0.962500	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
220	CD3G	ENSG00000160654	P09693	core_surfaceome	novelty_focused	0.482299	1.000000		0		0.600000	0.647124	0.656401	0.364564	0.817496	not_available		0.643914	0.102000	0.116482	0.131280	-0.065622	0.114449		0.083709	0.649592	0.609536	0.800000	0.485000	0.874028	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
221	MSLN	ENSG00000102854	Q13421	core_surfaceome	novelty_focused	0.482003	1.000000		0		0.600000	0.850835	0.874583	0.470501	0.910285	not_available		0.070662	0.102000	0.153150	0.174917	-0.084690	0.127440		0.009186	0.857848	0.766976	0.850000	0.566667	0.670000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
222	CDH5	ENSG00000179776	P33151	core_surfaceome	novelty_focused	0.481948	1.000000		0		0.600000	0.840445	0.680519	0.832282	0.861934	not_available		0.936182	0.102000	0.151280	0.136104	-0.149811	0.120671		0.121704	0.845195	0.620445	1.000000	0.517222	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk
223	SPN	ENSG00000197471	P16150	core_surfaceome	novelty_focused	0.481890	1.000000		0		0.600000	0.706122	0.804082	0.470501	0.762717	not_available		0.537551	0.102000	0.127102	0.160816	-0.084690	0.106780		0.069882	0.711447	0.701818	0.850000	0.450000	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
224	GINM1	ENSG00000055211	Q9NU53	core_surfaceome	novelty_focused	0.481403	1.000000		0		0.400000	0.877180	0.562894	0.599629	0.922582	not_available		0.936182	0.068000	0.157892	0.112579	-0.107933	0.129161		0.121704	0.877885	0.564564	0.900000	0.584444	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
225	CEACAM1	ENSG00000079385	P13688	core_surfaceome	novelty_focused	0.481337	1.000000		0		0.400000	0.903525	0.893135	0.364564	0.456400	not_available		0.567703	0.068000	0.162634	0.178627	-0.065622	0.063896		0.073801	0.899314	0.790909	0.800000	0.221212	0.832500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
226	SUSD2	ENSG00000099994	Q9UGT4	core_surfaceome	novelty_focused	0.481207	1.000000		0		0.600000	0.694620	0.448609	0.470501	0.910285	not_available		0.936182	0.102000	0.125032	0.089722	-0.084690	0.127440		0.121704	0.700241	0.485009	0.850000	0.566667	0.962500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
227	CLDN2	ENSG00000165376	P57739	core_surfaceome	novelty_focused	0.481117	1.000000		0		0.600000	0.787013	0.807792	0.599629	0.901342	not_available		0.443396	0.102000	0.141662	0.161558	-0.107933	0.126188		0.057641	0.787365	0.704045	0.900000	0.555556	0.764010	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
228	TNFRSF12A	ENSG00000006327	Q9NP84	core_surfaceome	novelty_focused	0.480965	1.000000		0		0.400000	0.965492	0.952876	0.832282	0.907770	not_available		0.548650	0.068000	0.173789	0.190575	-0.149811	0.127088		0.071324	0.947755	0.851800	1.000000	0.563611	0.821510	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk
229	EMB	ENSG00000170571	Q6PCB8	core_surfaceome	novelty_focused	0.480720	0.860000	P	1	P	0.400000	0.808534	0.814471	0.364564		not_available		0.789308	0.068000	0.145536	0.162894	-0.065622			0.102610	0.810353	0.708794	0.800000		0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
230	SDC2	ENSG00000169439	P34741	core_surfaceome	novelty_focused	0.480063	1.000000		0		0.600000	0.872727	0.393321	0.599629	0.978759	not_available		0.870884	0.102000	0.157091	0.078664	-0.107933	0.137026		0.113215	0.875009	0.436438	0.900000	0.683333	0.955600	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
231	SIGLEC7	ENSG00000168995	Q9Y286	core_surfaceome	novelty_focused	0.479502	1.000000		0		0.600000	0.596289	0.779592	0.599629	0.854108	not_available		0.789308	0.102000	0.107332	0.155918	-0.107933	0.119575		0.102610	0.600000	0.683191	0.900000	0.516667	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
232	SMAGP	ENSG00000170545	Q0VAQ4	core_surfaceome	novelty_focused	0.479286	1.000000		0		0.400000	0.948794	0.947681	0.599629	0.892119	not_available		0.261561	0.068000	0.170783	0.189536	-0.107933	0.124897		0.034003	0.935770	0.847458	0.900000	0.545455	0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
233	ACVR1	ENSG00000115170	Q04771	core_surfaceome	novelty_focused	0.478530	1.000000		0		0.400000	0.854545	0.946197	0.470501	0.297093	not_available		0.850536	0.068000	0.153818	0.189239	-0.084690	0.041593		0.110570	0.861224	0.846456	0.850000	0.183056	0.947636	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
234	ICOS	ENSG00000163600	Q9Y6W8	core_surfaceome	novelty_focused	0.477802	1.000000		0		0.600000	0.517996	0.736549	0.364564	0.923980	not_available		0.550129	0.102000	0.093239	0.147310	-0.065622	0.129357		0.071517	0.518293	0.650111	0.800000	0.586296	0.823671	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
235	CD274	ENSG00000120217	Q9NZQ7	core_surfaceome	novelty_focused	0.477543	1.000000		0		0.600000	0.618182	0.785158	0.470501	0.843767	not_available		0.567703	0.102000	0.111273	0.157032	-0.084690	0.118127		0.073801	0.622635	0.687384	0.850000	0.513636	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
236	SLAMF6	ENSG00000162739	Q96DU3	core_surfaceome	novelty_focused	0.476249	1.000000		0		0.600000	0.631911	0.558442	0.364564	0.798770	not_available		0.789308	0.102000	0.113744	0.111688	-0.065622	0.111828		0.102610	0.632041	0.562560	0.800000	0.468333	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
237	CALCRL	ENSG00000064989	Q16602	core_surfaceome	novelty_focused	0.475757	1.000000		0		0.600000	0.804082	0.842672	0.832282	0.894075	not_available		0.654828	0.102000	0.144735	0.168534	-0.149811	0.125171		0.085128	0.804917	0.731540	1.000000	0.546389	0.882670	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk
238	TNFSF9	ENSG00000125657	P41273	core_surfaceome	novelty_focused	0.475740	0.860000	P	1	P	0.200000	0.638961	0.953247	0.290167		not_available		0.936182	0.034000	0.115013	0.190649	-0.052230			0.121704	0.640668	0.852876	0.700000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
239	SLITRK6	ENSG00000184564	Q9H5Y7	core_surfaceome	novelty_focused	0.475282	1.000000		0		0.600000	0.447866	0.462523	0.290167	0.933482	not_available		0.936182	0.102000	0.080616	0.092505	-0.052230	0.130687		0.121704	0.449406	0.493544	0.700000	0.604722	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
240	TSPAN17	ENSG00000048140	Q96FV3	core_surfaceome	novelty_focused	0.475011	1.000000		0		0.400000	0.862709	0.766234	0.364564	0.619899	not_available		0.594710	0.068000	0.155288	0.153247	-0.065622	0.086786		0.077312	0.868275	0.672208	0.800000	0.275185	0.853340	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
241	CD151	ENSG00000177697	P48509	core_surfaceome	novelty_focused	0.474790	1.000000		0		0.400000	0.989239	0.750649	0.470501	0.561207	not_available		0.651683	0.068000	0.178063	0.150130	-0.084690	0.078569		0.084719	0.967161	0.660111	0.850000	0.263939	0.879872	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
242	BMPR1A	ENSG00000107779	P36894	core_surfaceome	novelty_focused	0.474359	1.000000		0		0.400000	0.781447	0.907607	0.470501	0.396311	not_available		0.872179	0.068000	0.140660	0.181521	-0.084690	0.055484		0.113383	0.784416	0.805232	0.850000	0.204815	0.956531	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
243	NOTCH1	ENSG00000148400	P46531	core_surfaceome	novelty_focused	0.474067	1.000000		0		0.400000	0.864564	0.970686	0.470501	0.459195	not_available		0.590085	0.068000	0.155622	0.194137	-0.084690	0.064287		0.076711	0.869054	0.882894	0.850000	0.221515	0.850000	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
244	SLC9A1	ENSG00000090020	P19634	core_surfaceome	novelty_focused	0.473901	1.000000		0		0.600000	0.934323	0.860482	0.832282	0.904695	not_available		0.421384	0.102000	0.168178	0.172096	-0.149811	0.126657		0.054780	0.923933	0.751391	1.000000	0.556944	0.758172	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
245	FZD1	ENSG00000157240	Q9UP38	core_surfaceome	novelty_focused	0.473586	1.000000		0		0.600000	0.723562	0.845640	0.832282	0.961710	not_available		0.672216	0.102000	0.130241	0.169128	-0.149811	0.134639		0.087388	0.729573	0.734026	1.000000	0.653333	0.892500	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk
246	IL6ST	ENSG00000134352	P40189	core_surfaceome	novelty_focused	0.473035	1.000000		0		0.600000	0.901299	0.708349	0.599629	0.723309	not_available		0.567703	0.102000	0.162234	0.141670	-0.107933	0.101263		0.073801	0.896809	0.634174	0.900000	0.420000	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	liver	high_critical_off_tumor_risk
247	PROM2	ENSG00000155066	Q8N271	core_surfaceome	novelty_focused	0.472820	1.000000		0		0.600000	0.827087	0.569573	0.599629	0.918390	not_available		0.672216	0.102000	0.148876	0.113915	-0.107933	0.128575		0.087388	0.830724	0.567421	0.900000	0.577273	0.892500	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
248	IL17RB	ENSG00000056736	Q9NRM6	core_surfaceome	novelty_focused	0.472559	1.000000		0		0.600000	0.817069	0.883859	0.832282	0.812186	not_available		0.637070	0.102000	0.147072	0.176772	-0.149811	0.113706		0.082819	0.817978	0.777774	1.000000	0.479167	0.862500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
249	ULBP1	ENSG00000111981	Q9BZM6	core_surfaceome	novelty_focused	0.472246	1.000000		0		0.600000	0.382189	0.585529	0.235622	0.822527	not_available		0.858491	0.102000	0.068794	0.117106	-0.042412	0.115154		0.111604	0.382152	0.577254	0.252876	0.488889	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
250	IL15RA	ENSG00000134470	Q13261	core_surfaceome	novelty_focused	0.471791	1.000000		0		0.600000	0.902783	0.897959	0.599629	0.894075	not_available		0.080466	0.102000	0.162501	0.179592	-0.107933	0.125171		0.010461	0.898219	0.797403	0.900000	0.546389	0.682500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
251	PCDH17	ENSG00000118946	O14917	core_surfaceome	novelty_focused	0.471734	1.000000		0		0.600000	0.647866	0.849722	0.832282	0.931247	not_available		0.789308	0.102000	0.116616	0.169944	-0.149811	0.130375		0.102610	0.650371	0.739109	1.000000	0.602121	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
252	LY9	ENSG00000122224	Q9HBG7	core_surfaceome	novelty_focused	0.471547	1.000000		0		0.600000	0.590724	0.568089	0.364564	0.804360	not_available		0.789308	0.102000	0.106330	0.113618	-0.065622	0.112610		0.102610	0.593803	0.566160	0.800000	0.469630	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
253	LRFN3	ENSG00000126243	Q9BTN0	core_surfaceome	novelty_focused	0.471256	1.000000		0		0.400000	0.850464	0.965492	0.832282	0.608440	not_available		0.936182	0.068000	0.153084	0.193098	-0.149811	0.085182		0.121704	0.857699	0.873247	1.000000	0.270303	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
254	LRIG2	ENSG00000198799	O94898	core_surfaceome	novelty_focused	0.471218	1.000000		0		0.400000	0.688683	0.847124	0.470501	0.520123	not_available		0.936182	0.068000	0.123963	0.169425	-0.084690	0.072817		0.121704	0.697032	0.736735	0.850000	0.245556	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
255	CCR4	ENSG00000183813	P51679	core_surfaceome	novelty_focused	0.471127	1.000000		0		0.600000	0.517625	0.801855	0.312987	0.876747	not_available		0.378283	0.102000	0.093172	0.160371	-0.056338	0.122745		0.049177	0.517922	0.700779	0.750000	0.529091	0.752047	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
256	IFNAR1	ENSG00000142166	P17181	core_surfaceome	novelty_focused	0.470817	1.000000		0		0.400000	0.860111	0.943599	0.599629	0.461431	not_available		0.789308	0.068000	0.154820	0.188720	-0.107933	0.064600		0.102610	0.867384	0.844378	0.900000	0.221944	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	liver	high_critical_off_tumor_risk
257	CR1	ENSG00000203710	P17927	core_surfaceome	novelty_focused	0.470689	1.000000		0		0.600000	0.507978	0.507978	0.364564	0.854108	not_available		0.936182	0.102000	0.091436	0.101596	-0.065622	0.119575		0.121704	0.507310	0.528015	0.800000	0.516667	0.962500	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
258	PTAFR	ENSG00000169403	P25105	core_surfaceome	novelty_focused	0.470402	1.000000		0		0.600000	0.744341	0.905195	0.470501	0.810509	not_available		0.189234	0.102000	0.133981	0.181039	-0.084690	0.113471		0.024600	0.748850	0.803451	0.850000	0.478333	0.740579	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
259	CKAP4	ENSG00000136026	Q07065	core_surfaceome	novelty_focused	0.469608	1.000000		0		0.200000	0.943228	0.874212	0.364564	0.249301	not_available		0.936182	0.034000	0.169781	0.174842	-0.065622	0.034902		0.121704	0.929944	0.766382	0.800000	0.156944	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
260	ENTPD1	ENSG00000138185	P49961	core_surfaceome	novelty_focused	0.469338	1.000000		0		0.400000	0.857143	0.936920	0.470501	0.456400	not_available		0.618942	0.068000	0.154286	0.187384	-0.084690	0.063896		0.080462	0.863488	0.838590	0.850000	0.221212	0.862500	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
261	CSPG4	ENSG00000173546	Q6UVK1	core_surfaceome	novelty_focused	0.468987	1.000000		0		0.600000	0.722820	0.308720	0.470501	0.986585	not_available		0.936182	0.102000	0.130108	0.061744	-0.084690	0.138122		0.121704	0.728108	0.367236	0.850000	0.708182	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
262	CD27	ENSG00000139193	P26842	core_surfaceome	novelty_focused	0.468578	1.000000		0		0.400000	0.732468	0.654174	0.364564	0.584405	not_available		0.936182	0.068000	0.131844	0.130835	-0.065622	0.081817		0.121704	0.735937	0.608609	0.800000	0.266667	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
