rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	Surf_relative_confidence	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation
1	ITGB4	ENSG00000132470	P16144	core_surfaceome	novelty_focused	0.640353	1.000000		0		0.600000	0.988126	0.995176	0.364564	0.889044	not_available		0.789308	0.102000	0.177863	0.199035	-0.065622	0.124466		0.102610	0.966494	0.951985	0.800000	0.540000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
2	HLA-DRB3	ENSG00000196101	P79483	core_surfaceome	novelty_focused	0.632346	0.300000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.068000						0.121704					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
3	HLA-DRB4	ENSG00000227357	P13762	core_surfaceome	novelty_focused	0.632346	0.300000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.068000						0.121704					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
4	KIR2DL5A	ENSG00000274143	Q8N109	core_surfaceome	novelty_focused	0.632346	0.300000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.068000						0.121704					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
5	KIR2DS1	ENSG00000276387	Q14954	core_surfaceome	novelty_focused	0.632346	0.300000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.068000						0.121704					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
6	CDH3	ENSG00000062038	P22223	core_surfaceome	novelty_focused	0.623921	1.000000		0		0.600000	0.831911	0.961410	0.312987	0.954444	not_available		0.789308	0.102000	0.149744	0.192282	-0.056338	0.133622		0.102610	0.834471	0.867495	0.750000	0.644444	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
7	MPZL1	ENSG00000197965	O95297	core_surfaceome	novelty_focused	0.619480	1.000000		0		0.600000	0.974026	0.994434	0.470501	0.964226	not_available		0.715131	0.102000	0.175325	0.198887	-0.084690	0.134992		0.092967	0.954063	0.939109	0.850000	0.655185	0.925913	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
8	ITGB5	ENSG00000082781	P18084	core_surfaceome	novelty_focused	0.616036	1.000000		0		0.600000	0.959184	0.858627	0.470501	0.947457	not_available		0.936182	0.102000	0.172653	0.171725	-0.084690	0.132644		0.121704	0.943006	0.748905	0.850000	0.633333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
9	BST2	ENSG00000130303	Q10589	core_surfaceome	novelty_focused	0.611005	1.000000		0		0.800000	0.985158	0.878108	0.364564	0.536333	not_available		0.866075	0.136000	0.177328	0.175622	-0.065622	0.075087		0.112590	0.963377	0.770501	0.800000	0.251515	0.951295	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
10	NECTIN2	ENSG00000130202	Q92692	core_surfaceome	novelty_focused	0.607069	1.000000		0		0.600000	0.980705	0.988497	0.599629	0.972610	not_available		0.789308	0.102000	0.176527	0.197699	-0.107933	0.136165		0.102610	0.960408	0.917662	0.900000	0.668750	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
11	IFNGR1	ENSG00000027697	P15260	core_surfaceome	novelty_focused	0.606743	1.000000		0		0.600000	0.952876	0.824490	0.470501	0.937954	not_available		0.936182	0.102000	0.171518	0.164898	-0.084690	0.131314		0.121704	0.939221	0.717106	0.850000	0.614444	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
12	JAG1	ENSG00000101384	P78504	core_surfaceome	novelty_focused	0.605523	1.000000		0		0.600000	0.917625	0.813729	0.470501	0.989939	not_available		0.936182	0.102000	0.165172	0.162746	-0.084690	0.138591		0.121704	0.909722	0.708497	0.850000	0.720000	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
13	EPCAM	ENSG00000119888	P16422	core_surfaceome	novelty_focused	0.604876	1.000000		0		0.600000	0.964007	0.989239	0.599629	0.840973	not_available		0.936182	0.102000	0.173521	0.197848	-0.107933	0.117736		0.121704	0.946623	0.920482	0.900000	0.508333	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
14	CEACAM5	ENSG00000105388	P06731	core_surfaceome	novelty_focused	0.599107	1.000000		0		0.600000	0.918738	0.936178	0.470501	0.984349	not_available		0.702923	0.102000	0.165373	0.187236	-0.084690	0.137809		0.091380	0.910260	0.838442	0.850000	0.704545	0.920000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
15	PECAM1	ENSG00000261371	P16284	core_surfaceome	novelty_focused	0.598665	1.000000		0		0.600000	0.949536	0.867904	0.470501	0.822527	not_available		0.936182	0.102000	0.170916	0.173581	-0.084690	0.115154		0.121704	0.936178	0.759629	0.850000	0.488889	0.962500	high_known_tme_marker_control	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
16	IL2RG	ENSG00000147168	P31785	core_surfaceome	novelty_focused	0.596172	1.000000		0		0.600000	0.973655	0.943228	0.364564	0.529905	not_available		0.936182	0.102000	0.175258	0.188646	-0.065622	0.074187		0.121704	0.953506	0.844378	0.800000	0.250000	0.962500	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
17	ALPG	ENSG00000163286	P10696	core_surfaceome	novelty_focused	0.596110	1.000000		0		0.600000	0.513544	0.980334	0.085343	0.781163	not_available		0.858491	0.102000	0.092438	0.196067	-0.015362	0.109363		0.111604	0.513525	0.900705	0.000000	0.453636	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
18	HLA-A	ENSG00000206503	P04439	core_surfaceome	novelty_focused	0.594901	0.860000	P	1	P	0.600000	0.998887	0.964007	0.470501		not_available		0.936182	0.102000	0.179800	0.192801	-0.084690			0.121704	0.976141	0.871020	0.850000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
19	TNFRSF11A	ENSG00000141655	Q9Y6Q6	core_surfaceome	novelty_focused	0.591080	1.000000		0		0.600000	0.737291	0.939889	0.290167	0.842929	not_available		0.789308	0.102000	0.132712	0.187978	-0.052230	0.118010		0.102610	0.741596	0.840594	0.700000	0.510741	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
20	DSC2	ENSG00000134755	Q02487	core_surfaceome	novelty_focused	0.589548	1.000000		0		0.600000	0.799629	0.803340	0.312987	0.976244	not_available		0.789308	0.102000	0.143933	0.160668	-0.056338	0.136674		0.102610	0.798905	0.701447	0.750000	0.673611	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
21	ERBB2	ENSG00000141736	P04626	core_surfaceome	novelty_focused	0.587548	1.000000		0		0.600000	0.968089	0.952134	0.599629	0.901342	not_available		0.789308	0.102000	0.174256	0.190427	-0.107933	0.126188		0.102610	0.948868	0.851280	0.900000	0.555556	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
22	LRRC15	ENSG00000172061	Q8TF66	core_surfaceome	novelty_focused	0.585576	1.000000		0		0.600000	0.592579	0.918367	0.212987	0.921185	not_available		0.789308	0.102000	0.106664	0.183673	-0.038338	0.128966		0.102610	0.595529	0.817662	0.215417	0.583333	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	lower_risk_by_current_normal_expression
23	HLA-DPB1	ENSG00000223865	P04440	core_surfaceome	novelty_focused	0.584358	1.000000		0		0.400000	0.987013	0.954360	0.470501	0.791504	not_available		0.936182	0.068000	0.177662	0.190872	-0.084690	0.110811		0.121704	0.965417	0.854100	0.850000	0.462500	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
24	ULBP2	ENSG00000131015	Q9BZM5	core_surfaceome	novelty_focused	0.582331	1.000000		0		0.600000	0.576067	0.928386	0.290167	0.939911	not_available		0.858491	0.102000	0.103692	0.185677	-0.052230	0.131588		0.111604	0.577959	0.825826	0.700000	0.620000	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
25	BTN3A3	ENSG00000111801	O00478	core_surfaceome	novelty_focused	0.579809	1.000000		0		0.600000	0.830056	0.886827	0.470501	0.950811	not_available		0.789308	0.102000	0.149410	0.177365	-0.084690	0.133114		0.102610	0.832523	0.782560	0.850000	0.640909	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
26	CDH17	ENSG00000079112	Q12864	core_surfaceome	novelty_focused	0.574654	1.000000		0		0.400000	0.848237	0.871614	0.364564	0.882616	not_available		0.936182	0.068000	0.152683	0.174323	-0.065622	0.123566		0.121704	0.853265	0.763896	0.800000	0.535417	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
27	LSR	ENSG00000105699	Q86X29	core_surfaceome	novelty_focused	0.574199	1.000000		0		0.400000	0.989981	0.998516	0.599629	0.954444	not_available		0.789308	0.068000	0.178197	0.199703	-0.107933	0.133622		0.102610	0.968497	0.964304	0.900000	0.644444	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
28	SLC3A2	ENSG00000168003	P08195	core_surfaceome	novelty_focused	0.573872	1.000000		0		0.600000	0.966976	0.757514	0.599629	0.889883	not_available		0.997410	0.102000	0.174056	0.151503	-0.107933	0.124584		0.129663	0.948275	0.666085	0.900000	0.540741	0.970000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
29	ATP1B3	ENSG00000069849	P54709	core_surfaceome	novelty_focused	0.573648	1.000000		0		0.600000	0.976252	0.950278	0.832282	0.956959	not_available		0.936182	0.102000	0.175725	0.190056	-0.149811	0.133974		0.121704	0.955993	0.849981	1.000000	0.648333	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
30	ADAM10	ENSG00000137845	O14672	core_surfaceome	novelty_focused	0.571526	1.000000		0		0.600000	0.954360	0.998887	0.832282	0.900503	not_available		0.936182	0.102000	0.171785	0.199777	-0.149811	0.126070		0.121704	0.939369	0.976994	1.000000	0.554722	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
31	EVI2B	ENSG00000185862	P34910	core_surfaceome	novelty_focused	0.570190	1.000000		0		0.600000	0.851948	0.824119	0.470501	0.807155	not_available		0.936182	0.102000	0.153351	0.164824	-0.084690	0.113002		0.121704	0.858868	0.716883	0.850000	0.473333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
32	NEO1	ENSG00000067141	Q92859	core_surfaceome	novelty_focused	0.569769	1.000000		0		0.600000	0.853061	0.845269	0.470501	0.908888	not_available		0.789308	0.102000	0.153551	0.169054	-0.084690	0.127244		0.102610	0.859573	0.732616	0.850000	0.565000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
33	CD86	ENSG00000114013	P42081	core_surfaceome	novelty_focused	0.569454	1.000000		0		0.600000	0.730983	0.929499	0.470501	0.943264	not_available		0.789308	0.102000	0.131577	0.185900	-0.084690	0.132057		0.102610	0.734712	0.828571	0.850000	0.624167	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
34	CD9	ENSG00000010278	P21926	core_surfaceome	novelty_focused	0.567188	1.000000		0		0.600000	0.991095	0.892022	0.470501	0.923421	not_available		0.490751	0.102000	0.178397	0.178404	-0.084690	0.129279		0.063798	0.969091	0.788386	0.850000	0.585278	0.782094	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
35	IL12RB2	ENSG00000081985	Q99665	core_surfaceome	novelty_focused	0.566163	1.000000		0		0.600000	0.469759	0.885343	0.210019	0.983790	not_available		0.789308	0.102000	0.084557	0.177069	-0.037803	0.137731		0.102610	0.468571	0.781967	0.209740	0.703889	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
36	CD47	ENSG00000196776	Q08722	core_surfaceome	novelty_focused	0.566086	1.000000		0		0.600000	0.972171	0.869759	0.470501	0.873952	not_available		0.596004	0.102000	0.174991	0.173952	-0.084690	0.122353		0.077481	0.952059	0.761484	0.850000	0.526944	0.854647	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
37	CHRNA5	ENSG00000169684	P30532	core_surfaceome	novelty_focused	0.565969	1.000000		0		0.600000	0.676067	0.995547	0.238776	0.705422	not_available		0.672216	0.102000	0.121692	0.199109	-0.042980	0.098759		0.087388	0.683711	0.952208	0.257328	0.390000	0.892500	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	lower_risk_by_current_normal_expression
38	TNFRSF21	ENSG00000146072	O75509	core_surfaceome	novelty_focused	0.565928	1.000000		0		0.600000	0.958071	0.956215	0.832282	0.916713	not_available		0.936182	0.102000	0.172453	0.191243	-0.149811	0.128340		0.121704	0.941967	0.856067	1.000000	0.575556	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
39	TGFBR1	ENSG00000106799	P36897	core_surfaceome	novelty_focused	0.565431	1.000000		0		0.600000	0.860482	0.920594	0.470501	0.951928	not_available		0.583426	0.102000	0.154887	0.184119	-0.084690	0.133270		0.075845	0.867421	0.819072	0.850000	0.641389	0.843606	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
40	MMP14	ENSG00000157227	P50281	core_surfaceome	novelty_focused	0.563831	1.000000		0		0.400000	0.978850	0.961781	0.470501	0.644774	not_available		0.936182	0.068000	0.176193	0.192356	-0.084690	0.090268		0.121704	0.958404	0.868015	0.850000	0.291515	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
41	HLA-B	ENSG00000234745	P01889	core_surfaceome	novelty_focused	0.561816	1.000000		0		0.400000	0.999629	0.915399	0.470501	0.669927	not_available		0.936182	0.068000	0.179933	0.183080	-0.084690	0.093790		0.121704	0.976809	0.814249	0.850000	0.318333	0.962500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
42	CDH1	ENSG00000039068	P12830	core_surfaceome	novelty_focused	0.560627	1.000000		0		0.600000	0.933952	0.979221	0.599629	0.983231	not_available		0.499630	0.102000	0.168111	0.195844	-0.107933	0.137652		0.064952	0.923785	0.899406	0.900000	0.702778	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
43	CLDN4	ENSG00000189143	O14493	core_surfaceome	novelty_focused	0.559972	1.000000		0		0.600000	0.948052	0.996289	0.599629	0.988262	not_available		0.443396	0.102000	0.170649	0.199258	-0.107933	0.138357		0.057641	0.934026	0.957365	0.900000	0.715152	0.764010	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
44	MET	ENSG00000105976	P08581	core_surfaceome	novelty_focused	0.559094	1.000000		0		0.600000	0.900186	0.989981	0.599629	0.937116	not_available		0.567703	0.102000	0.162033	0.197996	-0.107933	0.131196		0.073801	0.895584	0.923080	0.900000	0.613611	0.832500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
45	NT5E	ENSG00000135318	P21589	core_surfaceome	novelty_focused	0.558835	1.000000		0		0.600000	0.837106	0.935065	0.599629	0.969257	not_available		0.702923	0.102000	0.150679	0.187013	-0.107933	0.135696		0.091380	0.839777	0.835250	0.900000	0.663939	0.920000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
46	NOTCH3	ENSG00000074181	Q9UM47	core_surfaceome	novelty_focused	0.557853	1.000000		0		0.600000	0.919109	0.859369	0.470501	0.952487	not_available		0.537551	0.102000	0.165440	0.171874	-0.084690	0.133348		0.069882	0.910353	0.749610	0.850000	0.642222	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
47	INSR	ENSG00000171105	P06213	core_surfaceome	novelty_focused	0.557784	1.000000		0		0.600000	0.855288	0.871985	0.364564	0.915036	not_available		0.499630	0.102000	0.153952	0.174397	-0.065622	0.128105		0.064952	0.862338	0.764824	0.800000	0.573333	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
48	ITGB1	ENSG00000150093	P05556	core_surfaceome	novelty_focused	0.555082	1.000000		0		0.600000	0.990353	0.922449	0.470501	0.786193	not_available		0.499630	0.102000	0.178264	0.184490	-0.084690	0.110067		0.064952	0.968609	0.820445	0.850000	0.459722	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
49	NOTCH2	ENSG00000134250	Q04721	core_surfaceome	novelty_focused	0.554145	1.000000		0		0.600000	0.851206	0.903896	0.470501	0.949693	not_available		0.537551	0.102000	0.153217	0.180779	-0.084690	0.132957		0.069882	0.857996	0.802857	0.850000	0.635152	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
50	HFE	ENSG00000010704	Q30201	core_surfaceome	novelty_focused	0.552790	1.000000		0		0.600000	0.715399	0.859740	0.599629	0.916713	not_available		0.997410	0.102000	0.128772	0.171948	-0.107933	0.128340		0.129663	0.719091	0.750093	0.900000	0.575556	0.970000	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
51	FZD6	ENSG00000164930	O60353	core_surfaceome	novelty_focused	0.552694	1.000000		0		0.600000	0.787384	0.892764	0.470501	0.961710	not_available		0.618942	0.102000	0.141729	0.178553	-0.084690	0.134639		0.080462	0.788460	0.789499	0.850000	0.653333	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
52	PROM1	ENSG00000007062	O43490	core_surfaceome	novelty_focused	0.552637	1.000000		0		0.600000	0.832653	0.966976	0.599629	0.963108	not_available		0.618942	0.102000	0.149878	0.193395	-0.107933	0.134835		0.080462	0.834954	0.876141	0.900000	0.654167	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
53	CEACAM6	ENSG00000086548	P40199	core_surfaceome	novelty_focused	0.552263	1.000000		0		0.400000	0.917254	0.991095	0.470501	0.671604	not_available		0.858491	0.068000	0.165106	0.198219	-0.084690	0.094025		0.111604	0.909703	0.926753	0.850000	0.319697	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
54	HLA-DRA	ENSG00000204287	P01903	core_surfaceome	novelty_focused	0.551798	1.000000		0		0.400000	0.997774	0.981818	0.470501	0.505869	not_available		0.936182	0.068000	0.179599	0.196364	-0.084690	0.070822		0.121704	0.975250	0.902820	0.850000	0.238889	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
55	HLA-C	ENSG00000204525	P10321	core_surfaceome	novelty_focused	0.551586	0.860000	P	1	P	0.400000	0.998145	0.948423	0.470501		not_available		0.936182	0.068000	0.179666	0.189685	-0.084690			0.121704	0.975807	0.847570	0.850000		0.962500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
56	IL21R	ENSG00000103522	Q9HBE5	core_surfaceome	novelty_focused	0.550816	1.000000		0		0.600000	0.574397	0.797774	0.364564	0.927054	not_available		0.936182	0.102000	0.103391	0.159555	-0.065622	0.129788		0.121704	0.577161	0.697625	0.800000	0.591515	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
57	ICAM1	ENSG00000090339	P05362	core_surfaceome	novelty_focused	0.550707	1.000000		0		0.600000	0.928015	0.852319	0.470501	0.529905	not_available		0.936182	0.102000	0.167043	0.170464	-0.084690	0.074187		0.121704	0.920037	0.742894	0.850000	0.250000	0.962500	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
58	CD2	ENSG00000116824	P06729	core_surfaceome	novelty_focused	0.550680	1.000000		0		0.600000	0.797403	0.694991	0.364564	0.786193	not_available		0.936182	0.102000	0.143533	0.138998	-0.065622	0.110067		0.121704	0.797922	0.627570	0.800000	0.459722	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
59	GPRC5A	ENSG00000013588	Q8NFJ5	core_surfaceome	novelty_focused	0.550537	1.000000		0		0.600000	0.949907	0.996660	0.470501	0.954444	not_available		0.225305	0.102000	0.170983	0.199332	-0.084690	0.133622		0.029290	0.936289	0.957477	0.850000	0.644444	0.745569	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
60	PODXL	ENSG00000128567	O00592	core_surfaceome	novelty_focused	0.549345	1.000000		0		0.600000	0.910946	0.882004	0.599629	0.802124	not_available		0.789308	0.102000	0.163970	0.176401	-0.107933	0.112297		0.102610	0.903822	0.774694	0.900000	0.469444	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
61	SPINT2	ENSG00000167642	O43291	core_surfaceome	novelty_focused	0.548985	1.000000		0		0.400000	0.995176	0.967347	0.470501	0.646171	not_available		0.789308	0.068000	0.179132	0.193469	-0.084690	0.090464		0.102610	0.972468	0.877477	0.850000	0.293056	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
