rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	Surf_relative_confidence	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation
1	ITGB4	ENSG00000132470	P16144	core_surfaceome	protein_first	0.644030	1.000000		0		0.600000	0.988126	0.995176	0.364564	0.889044	not_available		0.789308	0.090000	0.148219	0.179132	-0.065622	0.213371		0.078931	0.966494	0.951985	0.800000	0.540000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
2	CDH3	ENSG00000062038	P22223	core_surfaceome	protein_first	0.639500	1.000000		0		0.600000	0.831911	0.961410	0.312987	0.954444	not_available		0.789308	0.090000	0.124787	0.173054	-0.056338	0.229067		0.078931	0.834471	0.867495	0.750000	0.644444	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
3	MPZL1	ENSG00000197965	O95297	core_surfaceome	protein_first	0.633339	1.000000		0		0.600000	0.974026	0.994434	0.470501	0.964226	not_available		0.715131	0.090000	0.146104	0.178998	-0.084690	0.231414		0.071513	0.954063	0.939109	0.850000	0.655185	0.925913	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
4	ITGB5	ENSG00000082781	P18084	core_surfaceome	protein_first	0.624748	1.000000		0		0.600000	0.959184	0.858627	0.470501	0.947457	not_available		0.936182	0.090000	0.143878	0.154553	-0.084690	0.227390		0.093618	0.943006	0.748905	0.850000	0.633333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
5	JAG1	ENSG00000101384	P78504	core_surfaceome	protein_first	0.620628	1.000000		0		0.600000	0.917625	0.813729	0.470501	0.989939	not_available		0.936182	0.090000	0.137644	0.146471	-0.084690	0.237585		0.093618	0.909722	0.708497	0.850000	0.720000	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
6	NECTIN2	ENSG00000130202	Q92692	core_surfaceome	protein_first	0.619459	1.000000		0		0.600000	0.980705	0.988497	0.599629	0.972610	not_available		0.789308	0.090000	0.147106	0.177929	-0.107933	0.233426		0.078931	0.960408	0.917662	0.900000	0.668750	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
7	CEACAM5	ENSG00000105388	P06731	core_surfaceome	protein_first	0.618169	1.000000		0		0.600000	0.918738	0.936178	0.470501	0.984349	not_available		0.702923	0.090000	0.137811	0.168512	-0.084690	0.236244		0.070292	0.910260	0.838442	0.850000	0.704545	0.920000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
8	IFNGR1	ENSG00000027697	P15260	core_surfaceome	protein_first	0.615377	1.000000		0		0.600000	0.952876	0.824490	0.470501	0.937954	not_available		0.936182	0.090000	0.142931	0.148408	-0.084690	0.225109		0.093618	0.939221	0.717106	0.850000	0.614444	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
9	HLA-DRB3	ENSG00000196101	P79483	core_surfaceome	protein_first	0.614473	0.250000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.060000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
10	HLA-DRB4	ENSG00000227357	P13762	core_surfaceome	protein_first	0.614473	0.250000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.060000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
11	KIR2DL5A	ENSG00000274143	Q8N109	core_surfaceome	protein_first	0.614473	0.250000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.060000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
12	KIR2DS1	ENSG00000276387	Q14954	core_surfaceome	protein_first	0.614473	0.250000	E;N;R;P	4	E;N;R;P	0.400000					not_available		0.936182	0.060000						0.093618					0.962500	not_assessable_missing_bulk_expression	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed		missing_normal_expression
13	DSC2	ENSG00000134755	Q02487	core_surfaceome	protein_first	0.611437	1.000000		0		0.600000	0.799629	0.803340	0.312987	0.976244	not_available		0.789308	0.090000	0.119944	0.144601	-0.056338	0.234299		0.078931	0.798905	0.701447	0.750000	0.673611	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk
14	LRRC15	ENSG00000172061	Q8TF66	core_surfaceome	protein_first	0.605870	1.000000		0		0.600000	0.592579	0.918367	0.212987	0.921185	not_available		0.789308	0.090000	0.088887	0.165306	-0.038338	0.221084		0.078931	0.595529	0.817662	0.215417	0.583333	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	lower_risk_by_current_normal_expression
15	ULBP2	ENSG00000131015	Q9BZM5	core_surfaceome	protein_first	0.602717	1.000000		0		0.600000	0.576067	0.928386	0.290167	0.939911	not_available		0.858491	0.090000	0.086410	0.167109	-0.052230	0.225579		0.085849	0.577959	0.825826	0.700000	0.620000	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
16	ALPG	ENSG00000163286	P10696	core_surfaceome	protein_first	0.601458	1.000000		0		0.600000	0.513544	0.980334	0.085343	0.781163	not_available		0.858491	0.090000	0.077032	0.176460	-0.015362	0.187479		0.085849	0.513525	0.900705	0.000000	0.453636	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
17	EPCAM	ENSG00000119888	P16422	core_surfaceome	protein_first	0.600183	1.000000		0		0.600000	0.964007	0.989239	0.599629	0.840973	not_available		0.936182	0.090000	0.144601	0.178063	-0.107933	0.201834		0.093618	0.946623	0.920482	0.900000	0.508333	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
18	TNFRSF11A	ENSG00000141655	Q9Y6Q6	core_surfaceome	protein_first	0.598777	1.000000		0		0.600000	0.737291	0.939889	0.290167	0.842929	not_available		0.789308	0.090000	0.110594	0.169180	-0.052230	0.202303		0.078931	0.741596	0.840594	0.700000	0.510741	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
19	IL12RB2	ENSG00000081985	Q99665	core_surfaceome	protein_first	0.597063	1.000000		0		0.600000	0.469759	0.885343	0.210019	0.983790	not_available		0.789308	0.090000	0.070464	0.159362	-0.037803	0.236110		0.078931	0.468571	0.781967	0.209740	0.703889	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
20	BTN3A3	ENSG00000111801	O00478	core_surfaceome	protein_first	0.596573	1.000000		0		0.600000	0.830056	0.886827	0.470501	0.950811	not_available		0.789308	0.090000	0.124508	0.159629	-0.084690	0.228195		0.078931	0.832523	0.782560	0.850000	0.640909	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
21	PECAM1	ENSG00000261371	P16284	core_surfaceome	protein_first	0.594988	1.000000		0		0.600000	0.949536	0.867904	0.470501	0.822527	not_available		0.936182	0.090000	0.142430	0.156223	-0.084690	0.197406		0.093618	0.936178	0.759629	0.850000	0.488889	0.962500	high_known_tme_marker_control	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
22	ERBB2	ENSG00000141736	P04626	core_surfaceome	protein_first	0.593917	1.000000		0		0.600000	0.968089	0.952134	0.599629	0.901342	not_available		0.789308	0.090000	0.145213	0.171384	-0.107933	0.216322		0.078931	0.948868	0.851280	0.900000	0.555556	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
23	LSR	ENSG00000105699	Q86X29	core_surfaceome	protein_first	0.588294	1.000000		0		0.400000	0.989981	0.998516	0.599629	0.954444	not_available		0.789308	0.060000	0.148497	0.179733	-0.107933	0.229067		0.078931	0.968497	0.964304	0.900000	0.644444	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
24	CD86	ENSG00000114013	P42081	core_surfaceome	protein_first	0.587581	1.000000		0		0.600000	0.730983	0.929499	0.470501	0.943264	not_available		0.789308	0.090000	0.109647	0.167310	-0.084690	0.226383		0.078931	0.734712	0.828571	0.850000	0.624167	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
25	TGFBR1	ENSG00000106799	P36897	core_surfaceome	protein_first	0.586894	1.000000		0		0.600000	0.860482	0.920594	0.470501	0.951928	not_available		0.583426	0.090000	0.129072	0.165707	-0.084690	0.228463		0.058343	0.867421	0.819072	0.850000	0.641389	0.843606	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
26	CD9	ENSG00000010278	P21926	core_surfaceome	protein_first	0.585234	1.000000		0		0.600000	0.991095	0.892022	0.470501	0.923421	not_available		0.490751	0.090000	0.148664	0.160564	-0.084690	0.221621		0.049075	0.969091	0.788386	0.850000	0.585278	0.782094	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
27	CLDN4	ENSG00000189143	O14493	core_surfaceome	protein_first	0.585129	1.000000		0		0.600000	0.948052	0.996289	0.599629	0.988262	not_available		0.443396	0.090000	0.142208	0.179332	-0.107933	0.237183		0.044340	0.934026	0.957365	0.900000	0.715152	0.764010	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
28	CDH1	ENSG00000039068	P12830	core_surfaceome	protein_first	0.584358	1.000000		0		0.600000	0.933952	0.979221	0.599629	0.983231	not_available		0.499630	0.090000	0.140093	0.176260	-0.107933	0.235975		0.049963	0.923785	0.899406	0.900000	0.702778	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
29	CDH17	ENSG00000079112	Q12864	core_surfaceome	protein_first	0.583951	1.000000		0		0.400000	0.848237	0.871614	0.364564	0.882616	not_available		0.936182	0.060000	0.127236	0.156891	-0.065622	0.211828		0.093618	0.853265	0.763896	0.800000	0.535417	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
30	NEO1	ENSG00000067141	Q92859	core_surfaceome	protein_first	0.582481	1.000000		0		0.600000	0.853061	0.845269	0.470501	0.908888	not_available		0.789308	0.090000	0.127959	0.152148	-0.084690	0.218133		0.078931	0.859573	0.732616	0.850000	0.565000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
31	ATP1B3	ENSG00000069849	P54709	core_surfaceome	protein_first	0.580965	1.000000		0		0.600000	0.976252	0.950278	0.832282	0.956959	not_available		0.936182	0.090000	0.146438	0.171050	-0.149811	0.229670		0.093618	0.955993	0.849981	1.000000	0.648333	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
32	NOTCH3	ENSG00000074181	Q9UM47	core_surfaceome	protein_first	0.580215	1.000000		0		0.600000	0.919109	0.859369	0.470501	0.952487	not_available		0.537551	0.090000	0.137866	0.154686	-0.084690	0.228597		0.053755	0.910353	0.749610	0.850000	0.642222	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
33	INSR	ENSG00000171105	P06213	core_surfaceome	protein_first	0.579201	1.000000		0		0.600000	0.855288	0.871985	0.364564	0.915036	not_available		0.499630	0.090000	0.128293	0.156957	-0.065622	0.219609		0.049963	0.862338	0.764824	0.800000	0.573333	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
34	NT5E	ENSG00000135318	P21589	core_surfaceome	protein_first	0.578858	1.000000		0		0.600000	0.837106	0.935065	0.599629	0.969257	not_available		0.702923	0.090000	0.125566	0.168312	-0.107933	0.232622		0.070292	0.839777	0.835250	0.900000	0.663939	0.920000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
35	GPRC5A	ENSG00000013588	Q8NFJ5	core_surfaceome	protein_first	0.578792	1.000000		0		0.600000	0.949907	0.996660	0.470501	0.954444	not_available		0.225305	0.090000	0.142486	0.179399	-0.084690	0.229067		0.022531	0.936289	0.957477	0.850000	0.644444	0.745569	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
36	HLA-DPB1	ENSG00000223865	P04440	core_surfaceome	protein_first	0.578726	1.000000		0		0.400000	0.987013	0.954360	0.470501	0.791504	not_available		0.936182	0.060000	0.148052	0.171785	-0.084690	0.189961		0.093618	0.965417	0.854100	0.850000	0.462500	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
37	NOTCH2	ENSG00000134250	Q04721	core_surfaceome	protein_first	0.577373	1.000000		0		0.600000	0.851206	0.903896	0.470501	0.949693	not_available		0.537551	0.090000	0.127681	0.162701	-0.084690	0.227926		0.053755	0.857996	0.802857	0.850000	0.635152	0.812500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
38	CD47	ENSG00000196776	Q08722	core_surfaceome	protein_first	0.577041	1.000000		0		0.600000	0.972171	0.869759	0.470501	0.873952	not_available		0.596004	0.090000	0.145826	0.156557	-0.084690	0.209748		0.059600	0.952059	0.761484	0.850000	0.526944	0.854647	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
39	MET	ENSG00000105976	P08581	core_surfaceome	protein_first	0.576969	1.000000		0		0.600000	0.900186	0.989981	0.599629	0.937116	not_available		0.567703	0.090000	0.135028	0.178197	-0.107933	0.224908		0.056770	0.895584	0.923080	0.900000	0.613611	0.832500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
40	FZD6	ENSG00000164930	O60353	core_surfaceome	protein_first	0.576820	1.000000		0		0.600000	0.787384	0.892764	0.470501	0.961710	not_available		0.618942	0.090000	0.118108	0.160698	-0.084690	0.230810		0.061894	0.788460	0.789499	0.850000	0.653333	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
41	SLC3A2	ENSG00000168003	P08195	core_surfaceome	protein_first	0.576779	1.000000		0		0.600000	0.966976	0.757514	0.599629	0.889883	not_available		0.997410	0.090000	0.145046	0.136353	-0.107933	0.213572		0.099741	0.948275	0.666085	0.900000	0.540741	0.970000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
42	BST2	ENSG00000130303	Q10589	core_surfaceome	protein_first	0.575539	1.000000		0		0.800000	0.985158	0.878108	0.364564	0.536333	not_available		0.866075	0.120000	0.147774	0.158059	-0.065622	0.128720		0.086608	0.963377	0.770501	0.800000	0.251515	0.951295	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
43	PROM1	ENSG00000007062	O43490	core_surfaceome	protein_first	0.574061	1.000000		0		0.600000	0.832653	0.966976	0.599629	0.963108	not_available		0.618942	0.090000	0.124898	0.174056	-0.107933	0.231146		0.061894	0.834954	0.876141	0.900000	0.654167	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
44	ADAM10	ENSG00000137845	O14672	core_surfaceome	protein_first	0.572882	1.000000		0		0.600000	0.954360	0.998887	0.832282	0.900503	not_available		0.936182	0.090000	0.143154	0.179800	-0.149811	0.216121		0.093618	0.939369	0.976994	1.000000	0.554722	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
45	ITGA3	ENSG00000005884	P26006	core_surfaceome	protein_first	0.571583	1.000000		0		0.600000	0.958813	0.896846	0.599629	0.976244	not_available		0.499630	0.090000	0.143822	0.161432	-0.107933	0.234299		0.049963	0.942820	0.796735	0.900000	0.673611	0.782500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
46	IL21R	ENSG00000103522	Q9HBE5	core_surfaceome	protein_first	0.570249	1.000000		0		0.600000	0.574397	0.797774	0.364564	0.927054	not_available		0.936182	0.090000	0.086160	0.143599	-0.065622	0.222493		0.093618	0.577161	0.697625	0.800000	0.591515	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
47	TNFRSF21	ENSG00000146072	O75509	core_surfaceome	protein_first	0.569648	1.000000		0		0.600000	0.958071	0.956215	0.832282	0.916713	not_available		0.936182	0.090000	0.143711	0.172119	-0.149811	0.220011		0.093618	0.941967	0.856067	1.000000	0.575556	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
48	EVI2B	ENSG00000185862	P34910	core_surfaceome	protein_first	0.568779	1.000000		0		0.600000	0.851948	0.824119	0.470501	0.807155	not_available		0.936182	0.090000	0.127792	0.148341	-0.084690	0.193717		0.093618	0.858868	0.716883	0.850000	0.473333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
49	ANO1	ENSG00000131620	Q5XXA6	core_surfaceome	protein_first	0.567321	1.000000		0		0.600000	0.941002	0.953618	0.599629	0.974287	not_available		0.386238	0.090000	0.141150	0.171651	-0.107933	0.233829		0.038624	0.928942	0.852950	0.900000	0.670370	0.753477	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
50	SLC1A5	ENSG00000105281	Q15758	core_surfaceome	protein_first	0.564728	1.000000		0		0.600000	0.964378	0.929870	0.470501	0.938513	not_available		0.221421	0.090000	0.144657	0.167377	-0.084690	0.225243		0.022142	0.947050	0.828720	0.850000	0.615278	0.745477	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
51	CHRNA5	ENSG00000169684	P30532	core_surfaceome	protein_first	0.564152	1.000000		0		0.600000	0.676067	0.995547	0.238776	0.705422	not_available		0.672216	0.090000	0.101410	0.179198	-0.042980	0.169301		0.067222	0.683711	0.952208	0.257328	0.390000	0.892500	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	lower_risk_by_current_normal_expression
52	MYOF	ENSG00000138119	Q9NZM1	core_surfaceome	protein_first	0.563922	1.000000		0		0.600000	0.932096	0.975881	0.470501	0.994969	not_available		0.043470	0.090000	0.139814	0.175659	-0.084690	0.238793		0.004347	0.922560	0.889388	0.850000	0.741667	0.580522	watchlist_uncorrected_tme_correlation	D	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
53	HFE	ENSG00000010704	Q30201	core_surfaceome	protein_first	0.563882	1.000000		0		0.600000	0.715399	0.859740	0.599629	0.916713	not_available		0.997410	0.090000	0.107310	0.154753	-0.107933	0.220011		0.099741	0.719091	0.750093	0.900000	0.575556	0.970000	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
54	SLC7A5	ENSG00000103257	Q01650	core_surfaceome	protein_first	0.562434	1.000000		0		0.600000	0.897959	0.840816	0.364564	0.973449	not_available		0.183870	0.090000	0.134694	0.151347	-0.065622	0.233628		0.018387	0.892486	0.730315	0.800000	0.670000	0.739228	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
55	IL2RG	ENSG00000147168	P31785	core_surfaceome	protein_first	0.561003	1.000000		0		0.600000	0.973655	0.943228	0.364564	0.529905	not_available		0.936182	0.090000	0.146048	0.169781	-0.065622	0.127177		0.093618	0.953506	0.844378	0.800000	0.250000	0.962500	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
56	CD44	ENSG00000026508	P16070	core_surfaceome	protein_first	0.560585	1.000000		0		0.600000	0.988868	0.988868	0.364564	0.840973	not_available		0.080466	0.090000	0.148330	0.177996	-0.065622	0.201834		0.008047	0.967013	0.918998	0.800000	0.508333	0.682500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
57	ITGB1	ENSG00000150093	P05556	core_surfaceome	protein_first	0.558553	1.000000		0		0.600000	0.990353	0.922449	0.470501	0.786193	not_available		0.499630	0.090000	0.148553	0.166041	-0.084690	0.188686		0.049963	0.968609	0.820445	0.850000	0.459722	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
58	HLA-A	ENSG00000206503	P04439	core_surfaceome	protein_first	0.555635	0.760000	P	1	P	0.600000	0.998887	0.964007	0.470501		not_available		0.936182	0.090000	0.149833	0.173521	-0.084690			0.093618	0.976141	0.871020	0.850000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
59	FAS	ENSG00000026103	P25445	core_surfaceome	protein_first	0.554799	1.000000		0		0.600000	0.785900	0.874954	0.470501	0.911683	not_available		0.553089	0.090000	0.117885	0.157492	-0.084690	0.218804		0.055309	0.786976	0.767087	0.850000	0.568611	0.831968	moderate_residual_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
60	CEMIP2	ENSG00000135048	Q9UHN6	core_surfaceome	protein_first	0.554060	1.000000		0		0.400000	0.923562	0.810390	0.599629	0.994410	not_available		0.789308	0.060000	0.138534	0.145870	-0.107933	0.238658		0.078931	0.916735	0.705974	0.900000	0.741212	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
61	CD84	ENSG00000066294	Q9UIB8	core_surfaceome	protein_first	0.553826	1.000000		0		0.600000	0.648980	0.829685	0.470501	0.928731	not_available		0.789308	0.090000	0.097347	0.149343	-0.084690	0.222895		0.078931	0.652152	0.719889	0.850000	0.593939	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk
62	ADAM12	ENSG00000148848	O43184	core_surfaceome	protein_first	0.551923	1.000000		0		0.600000	0.628200	0.974026	0.263636	0.762717	not_available		0.567703	0.090000	0.094230	0.175325	-0.047455	0.183052		0.056770	0.630260	0.887718	0.600000	0.450000	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk
