source_id	action	local_path	filename	url_or_endpoint	retrieval_date	version_or_release	bytes	sha256	status	license_or_terms	notes
uniprot_reviewed_human_features_phase9	downloaded_raw	data/raw/uniprot/uniprot_reviewed_human_features.tsv.gz	uniprot_reviewed_human_features.tsv.gz	https://rest.uniprot.org/uniprotkb/stream?compressed=true&format=tsv&fields=accession%2Cid%2Cgene_names%2Cprotein_name%2Clength%2Cft_topo_dom%2Cft_transmem%2Cft_intramem%2Cft_signal%2Cft_lipid%2Cft_carbohyd%2Cft_disulfid%2Cft_chain%2Cft_domain%2Ccc_subcellular_location%2Ccc_ptm%2Cxref_ensembl&query=%28reviewed%3Atrue%29+AND+%28organism_id%3A9606%29	2026-05-30	2026_01	4338475	0531d1385f3d0d45726670b9e9249444120915fb46fee8884f3b6317db95711b	ok	UniProt terms; reviewed human bulk feature fields	Fase 9 reviewed human UniProt features: length, topology, TM, signal, lipid/GPI, glycosylation, disulfide, chains, domains, subcellular location, PTM, Ensembl isoform mappings.
