audit_type	hgnc_symbol	surfaceome_category	surfaceome_confidence_score	control_role	status	notes
potential_false_negative_published_absent_from_core_probable	DYNC2H1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	EBP	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ECEL1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EEF1A1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane|cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	EFCAB14	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	EFEMP1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	EFR3A	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EHD1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EHD2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EHD3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ELOVL4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ELOVL6	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EMC1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EMILIN1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	EMILIN2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	ENOX1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ENOX2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ENPP5	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ENTPD7	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ENTREP3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EPB41	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EPB41L1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EPB41L2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EPB41L3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EPDR1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	EPS8L2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	ERBIN	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ERC1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ERMP1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ERVV-1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ERVV-2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ESYT1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ESYT2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ESYT3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ETNK1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EVA1A	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EXOC1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EXOC7	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EXTL2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EXTL3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	EZR	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	F13A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	F2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	F5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FADD	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FAIM2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FAM234B	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FBLN2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FBN1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FBN2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FCHSD2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FER	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FES	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FGA	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FGB	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FGF10	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FGL2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FGR	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FKRP	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FLOT1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FN1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FNDC9	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FRRS1	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FRS2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FSTL1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	FURIN	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FUT3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	FYN	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GAA	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GAB2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GAD2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GALNT1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GALNT10	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GALNT11	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GAP43	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GAS1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GCC1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GDF15	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GEM	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GGCX	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GJA9	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GJD4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GJE1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GLIPR1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GLMP	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GLT8D2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GML	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	uniprot_gpi_subcellular_only_not_counted_as_direct_lipid_evidence
potential_false_negative_published_absent_from_core_probable	GNAI1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GNAI2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GNAI3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GNAQ	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GNAS	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GNB1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GNGT2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GNPTAB	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GNPTG	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GOLIM4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GOLM1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	GOLM2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPC2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPC6	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPI	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPR108	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPR137	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPR137B	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPR137C	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPR155	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPR180	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GPRIN1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GRAMD1A	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GRAMD1C	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GRB7	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GREM1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GRK5	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GRN	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	GSG1	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	GZMA	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HCK	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HEPACAM2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HGSNAT	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HHIP	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HHLA2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HLA-DMA	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HLA-DMB	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HLA-DOB	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HM13	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HMCN1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HMMR	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HNRNPK	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HOMER3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HP	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HPX	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HS2ST1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	HSD11B1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HSD17B2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HSD17B7	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HSP90AA1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane|cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	HSP90AB1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	HSPA8	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane|cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	HSPG2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HYCC1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	HYCC2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	HYLS1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	IFI30	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	IFIT5	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	IGDCC3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	IGFBP3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	IGLL1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	IGLON5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	IKBIP	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	IL17D	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	ILK	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	IMPG2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	INAFM2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	INHBE	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	IQGAP1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	IRAG1	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	IRS1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ISLR	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ITIH2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	ITM2C	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ITPR1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ITSN1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	IYD	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	JPH1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	JPH2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	JPH3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	JPH4	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	JUP	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KANK1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNA10	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNA7	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNC1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNC2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNC3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNC4	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNE1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNE2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNE5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK10	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK12	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK18	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK5	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK6	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNK7	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNN2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KCNN4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIAA1549	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIAA1549L	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIDINS220	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIR2DL2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIR2DL5B	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIR2DS2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIR2DS3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIR2DS5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KIR3DS1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KLRC4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KLRG2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	KMT2E	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	KNG1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	KRT1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	LAMA1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	LAMA2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	LAMA3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	LAMA4	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	LAMA5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	LAMB1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	LAMB2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	LAMB3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
