gene_id	variance
ENSG00000278274.1	35.245765686035156
ENSG00000278868.1	35.2456169128418
ENSG00000129824.15	35.040645599365234
ENSG00000096088.16	34.9552116394043
ENSG00000279753.1	34.90760040283203
ENSG00000122711.8	34.822383880615234
ENSG00000270722.1	34.73696517944336
ENSG00000273623.1	34.58940887451172
ENSG00000224365.1	34.556949615478516
ENSG00000212607.1	34.54341125488281
ENSG00000274309.1	34.514225006103516
ENSG00000257453.1	34.45916748046875
ENSG00000281044.1	34.417545318603516
ENSG00000267580.1	34.312713623046875
ENSG00000206948.1	34.027488708496094
ENSG00000197172.10	34.00603103637695
ENSG00000239183.1	33.89466094970703
ENSG00000184502.3	33.86507034301758
ENSG00000164816.7	33.74514389038086
ENSG00000169876.13	33.721473693847656
ENSG00000242534.2	33.62614440917969
ENSG00000171711.2	33.5745735168457
ENSG00000274210.1	33.47154235839844
ENSG00000207344.1	33.4471549987793
ENSG00000269888.1	33.40028762817383
ENSG00000206838.1	33.38784408569336
ENSG00000277694.1	33.3286018371582
ENSG00000277985.1	33.282344818115234
ENSG00000242255.1	33.023033142089844
ENSG00000131142.13	32.990631103515625
ENSG00000260570.1	32.84916687011719
ENSG00000277918.1	32.8265266418457
ENSG00000276185.1	32.820213317871094
ENSG00000198692.9	32.70289993286133
ENSG00000276027.1	32.599769592285156
ENSG00000207205.1	32.54352569580078
ENSG00000207051.1	32.52131271362305
ENSG00000249835.2	32.36539077758789
ENSG00000169474.4	32.163330078125
ENSG00000280320.1	31.887805938720703
ENSG00000282558.1	31.733224868774414
ENSG00000270066.3	31.599321365356445
ENSG00000264019.1	31.466712951660156
ENSG00000267697.1	31.447534561157227
ENSG00000206828.1	31.40254020690918
ENSG00000242371.1	31.348424911499023
ENSG00000257767.2	31.29749298095703
ENSG00000268565.1	31.269512176513672
ENSG00000131002.11	31.194381713867188
ENSG00000258504.2	31.182085037231445
ENSG00000207233.1	31.09865379333496
ENSG00000276150.1	31.094324111938477
ENSG00000229807.9	31.069332122802734
ENSG00000259112.1	31.04564094543457
ENSG00000241434.1	31.0357723236084
ENSG00000164822.4	31.03517723083496
ENSG00000143556.8	31.009212493896484
ENSG00000172016.15	30.987693786621094
ENSG00000157005.3	30.89345932006836
ENSG00000249971.1	30.866912841796875
ENSG00000256013.1	30.85919952392578
ENSG00000267645.5	30.796977996826172
ENSG00000259132.1	30.793581008911133
ENSG00000199266.1	30.62723731994629
ENSG00000207110.1	30.584056854248047
ENSG00000268942.2	30.56058120727539
ENSG00000275994.1	30.549179077148438
ENSG00000274428.1	30.49896812438965
ENSG00000176728.7	30.454431533813477
ENSG00000201558.1	30.451059341430664
ENSG00000267303.1	30.40789031982422
ENSG00000282639.1	30.40099334716797
ENSG00000257342.1	30.36249351501465
ENSG00000277916.1	30.284400939941406
ENSG00000207067.1	30.281963348388672
ENSG00000221491.2	30.27642822265625
ENSG00000262413.1	30.265331268310547
ENSG00000261684.1	30.231706619262695
ENSG00000264248.1	30.21315574645996
ENSG00000207501.1	30.038166046142578
ENSG00000267881.1	29.9896183013916
ENSG00000224041.3	29.96971893310547
ENSG00000272763.1	29.909631729125977
ENSG00000241069.1	29.895286560058594
ENSG00000254829.1	29.835153579711914
ENSG00000276775.1	29.786643981933594
ENSG00000257764.2	29.778244018554688
ENSG00000204072.3	29.77567481994629
ENSG00000276354.1	29.764022827148438
ENSG00000267125.2	29.695600509643555
ENSG00000258757.1	29.664180755615234
ENSG00000280566.1	29.657405853271484
ENSG00000090402.7	29.639341354370117
ENSG00000227329.2	29.60006332397461
ENSG00000212175.1	29.500574111938477
ENSG00000012817.15	29.49424934387207
ENSG00000268916.5	29.440494537353516
ENSG00000282408.1	29.422550201416016
ENSG00000267576.1	29.417705535888672
ENSG00000270789.1	29.316402435302734
ENSG00000206159.10	29.306537628173828
ENSG00000248993.1	29.16265869140625
ENSG00000281415.1	29.14438819885254
ENSG00000158516.11	29.124286651611328
ENSG00000212135.1	29.09304428100586
ENSG00000254835.1	28.954065322875977
ENSG00000257663.1	28.904293060302734
ENSG00000249230.1	28.814889907836914
ENSG00000219928.2	28.809415817260742
ENSG00000114113.6	28.80923843383789
ENSG00000254928.1	28.778047561645508
ENSG00000255072.1	28.74912452697754
ENSG00000134193.14	28.725568771362305
ENSG00000280466.1	28.721534729003906
ENSG00000259627.1	28.646989822387695
ENSG00000106031.7	28.63687515258789
ENSG00000274051.1	28.63479995727539
ENSG00000172023.7	28.6125431060791
ENSG00000067048.16	28.605031967163086
ENSG00000280498.1	28.60246467590332
ENSG00000215695.1	28.556705474853516
ENSG00000276089.1	28.49709129333496
ENSG00000211973.2	28.456130981445312
ENSG00000165556.9	28.392152786254883
ENSG00000230777.1	28.35051155090332
ENSG00000268790.5	28.324243545532227
ENSG00000259485.1	28.304906845092773
ENSG00000277034.1	28.27285385131836
ENSG00000201772.1	28.196346282958984
ENSG00000272478.1	28.16459083557129
ENSG00000264558.1	28.164587020874023
ENSG00000254452.1	28.038427352905273
